seed,trial_id,n,m,sparsity,eps,kl_in,kl_out,diff
20250126,60,2,2,0.0,1e-12,0.017211158255280662,0.00411360491654867,0.013097553338731992
20250126,61,2,2,0.0,1e-12,0.00977962999259041,0.0031211427563291524,0.006658487236261258
20250126,62,2,2,0.0,1e-12,0.05718147407535629,0.0156989855823004,0.041482488493055886
20250126,63,2,2,0.0,1e-12,0.09383978510221952,0.0020858494650086053,0.09175393563721092
20250126,64,2,2,0.0,1e-12,0.003819423506494772,4.202012190085988e-06,0.0038152214943046863
20250126,65,2,2,0.0,1e-12,0.04216096397626823,0.0009952007911277344,0.041165763185140494
20250126,66,2,2,0.0,1e-12,0.5282656666744038,0.10322422889130539,0.4250414377830984
20250126,67,2,2,0.0,1e-12,1.7121382559694034e-08,2.346434766491601e-10,1.6886739083044874e-08
20250126,68,2,2,0.0,1e-12,0.3808174122403535,0.03401064835303588,0.34680676388731757
20250126,69,2,2,0.0,1e-12,0.8576561100771756,0.06305119032530046,0.7946049197518751
20250126,70,2,2,0.0,1e-12,0.4412220794001929,0.19509127563552514,0.24613080376466778
20250126,71,2,2,0.0,1e-12,0.5789847129945382,0.02097918006173466,0.5580055329328035
20250126,72,2,2,0.0,1e-12,0.992337989122501,0.3202442083554955,0.6720937807670055
20250126,73,2,2,0.0,1e-12,0.47356495646227303,0.1600845128792449,0.3134804435830281
20250126,74,2,2,0.0,1e-12,1.3490522113013521,0.026600518639480555,1.3224516926618715
20250126,75,2,2,0.0,1e-12,0.2558917855144529,0.012145163386447097,0.2437466221280058
20250126,76,2,2,0.0,1e-12,0.8956648333667816,0.01871386647974825,0.8769509668870333
20250126,77,2,2,0.0,1e-12,5.3334689425333766,0.06836075604042019,5.265108186492957
20250126,78,2,2,0.0,1e-12,1.9118993006466136,0.3891296192024113,1.5227696814442022
20250126,79,2,2,0.0,1e-12,0.2440869338704505,0.0040669507234424584,0.24001998314700804
20250126,80,2,2,0.0,1e-12,0.01725297966065159,0.00023279646239873428,0.017020183198252856
20250126,81,2,2,0.0,1e-12,0.10292891175851843,1.0703129565700544e-05,0.10291820862895272
20250126,82,2,2,0.0,1e-12,0.020409446794002473,0.0007474679756585244,0.019661978818343948
20250126,83,2,2,0.0,1e-12,1.8735675199805224,0.11256697393271234,1.76100054604781
20250126,84,2,2,0.0,1e-12,2.7442140736368748,0.11330455222603239,2.6309095214108424
20250126,85,2,2,0.0,1e-12,0.34621847358576063,0.02491942712251785,0.3212990464632428
20250126,86,2,2,0.0,1e-12,2.5099075837121525,0.3339899807443135,2.175917602967839
20250126,87,2,2,0.0,1e-12,1.4622027070454051,0.0027208656608495793,1.4594818413845556
20250126,88,2,2,0.0,1e-12,1.7742925734429864,0.018109227662454222,1.7561833457805323
20250126,89,2,2,0.0,1e-12,0.009199638374793935,0.0016347319687263738,0.007564906406067561
20250126,90,2,2,0.0,1e-12,1.4270152627378205,0.4010995349226595,1.025915727815161
20250126,91,2,2,0.0,1e-12,0.1810402660495295,0.023056725312232546,0.15798354073729695
20250126,92,2,2,0.0,1e-12,0.9001330907902336,0.3094018147009736,0.59073127608926
20250126,93,2,2,0.0,1e-12,0.1455145221511781,0.004353901501347693,0.14116062064983043
20250126,94,2,2,0.0,1e-12,0.08198534986652126,0.00044815110297801233,0.08153719876354325
20250126,95,2,2,0.0,1e-12,0.19006720236285543,0.05555716893609304,0.13451003342676238
20250126,96,2,2,0.0,1e-12,0.10410969137036122,0.03829131832925431,0.06581837304110691
20250126,97,2,2,0.0,1e-12,0.5048876588774709,0.03418703315745336,0.47070062572001753
20250126,98,2,2,0.0,1e-12,0.21704006546114152,0.003287422486729301,0.2137526429744122
20250126,99,2,2,0.0,1e-12,0.01611121395659229,0.0007901949447099224,0.015321019011882368
20250126,100,2,2,0.0,1e-12,0.2014469293373948,0.001063245805664987,0.2003836835317298
20250126,101,2,2,0.0,1e-12,0.3474272436137883,0.027189213102517845,0.3202380305112704
20250126,102,2,2,0.0,1e-12,0.8125168598349782,0.0009489882331957002,0.8115678716017826
20250126,103,2,2,0.0,1e-12,0.06908096700169414,0.0023681199446150304,0.06671284705707911
20250126,104,2,2,0.0,1e-12,0.0381093472985083,3.1735760547086864e-06,0.0381061737224536
20250126,105,2,2,0.0,1e-12,0.22519689884036562,0.023420857165989878,0.20177604167437574
20250126,106,2,2,0.0,1e-12,0.0012145354955343489,0.00038660194081566873,0.0008279335547186802
20250126,107,2,2,0.0,1e-12,0.011578254767397572,0.0002856699871066123,0.01129258478029096
20250126,108,2,2,0.0,1e-12,0.006740759366331596,6.029133762627814e-05,0.006680468028705318
20250126,109,2,2,0.0,1e-12,0.08079701971314213,8.841530767248352e-05,0.08070860440546965
20250126,110,2,2,0.0,1e-12,1.042024568434437,0.21649356670371786,0.825531001730719
20250126,111,2,2,0.0,1e-12,0.08080050362387411,0.005743028145020861,0.07505747547885325
20250126,112,2,2,0.0,1e-12,0.9299748078233315,0.18789100876648474,0.7420837990568467
20250126,113,2,2,0.0,1e-12,0.01716076390397353,0.0002506691177921374,0.01691009478618139
20250126,114,2,2,0.0,1e-12,0.19981957036124892,0.029157314653016117,0.1706622557082328
20250126,115,2,2,0.0,1e-12,2.699804076873199,0.006334225357055016,2.6934698515161437
20250126,116,2,2,0.0,1e-12,0.9765537624650791,0.13165888371047393,0.8448948787546051
20250126,117,2,2,0.0,1e-12,0.3880526995502199,0.0001091083422440995,0.38794359120797584
20250126,118,2,2,0.0,1e-12,0.21198978436108398,0.0002168177006306709,0.2117729666604533
20250126,119,2,2,0.0,1e-12,0.021731115762860104,0.0045419115109272615,0.017189204251932842
20250126,120,2,2,0.0,1e-12,1.5380334240926166,0.018453901077020676,1.519579523015596
20250126,121,2,2,0.0,1e-12,0.38673975185607257,0.006945250539958613,0.379794501316114
20250126,122,2,2,0.0,1e-12,0.6944467597194114,0.15499314972457037,0.539453609994841
20250126,123,2,2,0.0,1e-12,0.44777472716514294,0.23652861512437734,0.2112461120407656
20250126,124,2,2,0.0,1e-12,0.5319259035808876,0.05859513204922559,0.47333077153166203
20250126,125,2,2,0.0,1e-12,0.9040892180778828,0.0013917310609525765,0.9026974870169302
20250126,126,2,2,0.0,1e-12,0.4399748669445542,0.0012463040387020174,0.43872856290585216
20250126,127,2,2,0.0,1e-12,0.3789006014045391,0.006985398185370945,0.37191520321916816
20250126,128,2,2,0.0,1e-12,0.017980435241957776,0.00015301130249747476,0.017827423939460303
20250126,129,2,2,0.0,1e-12,0.0013639015960832494,2.9418801725255867e-07,0.001363607408065997
20250126,130,2,2,0.0,1e-12,0.7727748799522868,0.08656824271835425,0.6862066372339325
20250126,131,2,2,0.0,1e-12,0.37549699254139046,0.000639913864628746,0.3748570786767617
20250126,132,2,2,0.0,1e-12,0.4532424630922258,0.01712391512536829,0.43611854796685756
20250126,133,2,2,0.0,1e-12,0.2902572423990827,0.0006275714984114965,0.2896296709006712
20250126,134,2,2,0.0,1e-12,0.19630580637074446,0.025808097961575863,0.1704977084091686
20250126,135,2,2,0.0,1e-12,0.26480933623736086,0.017396866625019686,0.24741246961234117
20250126,136,2,2,0.0,1e-12,0.5621702675989608,0.03528876165160351,0.5268815059473573
20250126,137,2,2,0.0,1e-12,1.050175007263588,0.15191069681218672,0.8982643104514013
20250126,138,2,2,0.0,1e-12,0.09888619962050102,0.0017433485262049533,0.09714285109429607
20250126,139,2,2,0.0,1e-12,1.449096855966916,0.06314531982967064,1.3859515361372452
20250126,140,2,2,0.0,1e-12,0.18631089310829446,0.0002496781277139225,0.18606121498058054
20250126,141,2,2,0.0,1e-12,0.8190458188560092,0.11009617469651506,0.7089496441594942
20250126,142,2,2,0.0,1e-12,2.9121307061820857e-05,1.3316842802800401e-05,1.5804464259020455e-05
20250126,143,2,2,0.0,1e-12,1.3925138887978976,0.5649540121016168,0.8275598766962808
20250126,144,2,2,0.0,1e-12,0.01764733444098661,9.27981859111639e-05,0.017554536255075446
20250126,145,2,2,0.0,1e-12,0.046138979478232076,0.0007522966978917283,0.045386682780340346
20250126,146,2,2,0.0,1e-12,0.8364950322370548,0.1675221716783142,0.6689728605587406
20250126,147,2,2,0.0,1e-12,0.05086756486635069,2.1230906358421595e-05,0.05084633395999227
20250126,148,2,2,0.0,1e-12,0.16417186162335232,0.10398589163943592,0.0601859699839164
20250126,149,2,2,0.0,1e-12,1.5375312948791156,0.0003949635819471553,1.5371363312971684
20250126,150,2,2,0.0,1e-12,2.4605793984848146,0.058352133950145185,2.402227264534669
20250126,151,2,2,0.0,1e-12,0.5576658140040898,0.029101869130735494,0.5285639448733542
20250126,152,2,2,0.0,1e-12,0.017221191589601073,0.00040292544157985444,0.01681826614802122
20250126,153,2,2,0.0,1e-12,0.06997628341080393,0.00032399517169715876,0.06965228823910677
20250126,154,2,2,0.0,1e-12,1.66371969450796,0.0966361013933163,1.5670835931146436
20250126,155,2,2,0.0,1e-12,1.8302245507707515,0.027460638420721425,1.80276391235003
20250126,156,2,2,0.0,1e-12,0.024877223709622837,0.002170745541359074,0.022706478168263763
20250126,157,2,2,0.0,1e-12,0.6732999409319642,0.003423329914918137,0.6698766110170461
20250126,158,2,2,0.0,1e-12,1.162991811193253,0.07959960041007869,1.0833922107831742
20250126,159,2,2,0.0,1e-12,0.5015539686598983,0.011101588484937197,0.4904523801749611
20250126,160,2,2,0.0,1e-12,0.027957652783617462,0.005800016750195813,0.02215763603342165
20250126,161,2,2,0.0,1e-12,0.03564630173493122,0.00723562018002135,0.028410681554909868
20250126,162,2,2,0.0,1e-12,0.00022616075837080495,2.0510692626645767e-05,0.00020565006574415918
20250126,163,2,2,0.0,1e-12,1.5178141193807067,0.24165299251911884,1.2761611268615878
20250126,164,2,2,0.0,1e-12,1.197667397612759,0.00271400696252011,1.1949533906502388
20250126,165,2,2,0.0,1e-12,0.5155353108950333,0.32386476065737746,0.1916705502376559
20250126,166,2,2,0.0,1e-12,0.23403807849333447,0.02428534721227521,0.20975273128105926
20250126,167,2,2,0.0,1e-12,0.3011758141848603,0.006260820615916075,0.2949149935689442
20250126,168,2,2,0.0,1e-12,1.0029844702260797,0.11949820459819957,0.8834862656278801
20250126,169,2,2,0.0,1e-12,0.29300933632015214,0.0007659124527077694,0.29224342386744434
20250126,170,2,2,0.0,1e-12,0.28508668082158817,0.03938174658379706,0.2457049342377911
20250126,171,2,2,0.0,1e-12,1.444927739698581,0.043291159398314474,1.4016365803002664
20250126,172,2,2,0.0,1e-12,0.001292844409444792,0.00011262474197426802,0.0011802196674705239
20250126,173,2,2,0.0,1e-12,1.5492018053355212,0.008705146484194147,1.5404966588513271
20250126,174,2,2,0.0,1e-12,0.13050254636592779,0.05386233646648843,0.07664020989943936
20250126,175,2,2,0.0,1e-12,0.054210625980019606,0.009513575212199588,0.04469705076782002
20250126,176,2,2,0.0,1e-12,0.027297738003712976,0.004290767421019248,0.023006970582693728
20250126,177,2,2,0.0,1e-12,1.357422101496651,0.1894007933049808,1.1680213081916702
20250126,178,2,2,0.0,1e-12,0.14945890051152658,0.021976086044973503,0.12748281446655307
20250126,179,2,2,0.0,1e-12,0.5050154319616956,0.3863477462434432,0.11866768571825242
20250126,180,2,2,0.0,1e-12,0.0030555580937490154,0.00028382406080483275,0.0027717340329441826
20250126,181,2,2,0.0,1e-12,0.38456989713742895,0.013216753972579931,0.371353143164849
20250126,182,2,2,0.0,1e-12,1.2725953784976487,0.013722765779618382,1.2588726127180303
20250126,183,2,2,0.0,1e-12,0.24945372845979769,0.02346860758901638,0.22598512087078132
20250126,184,2,2,0.0,1e-12,0.4163848581738268,0.03336188634742737,0.38302297182639944
20250126,185,2,2,0.0,1e-12,0.07554838751765838,0.011509014706471143,0.06403937281118724
20250126,186,2,2,0.0,1e-12,0.027537465322020865,0.0041498761129130715,0.023387589209107794
20250126,187,2,2,0.0,1e-12,0.32899108417563316,0.01418815052495584,0.31480293365067735
20250126,188,2,2,0.0,1e-12,0.012755863818466134,0.001972511476397803,0.010783352342068332
20250126,189,2,2,0.0,1e-12,0.9269207569962652,0.06725497137794936,0.8596657856183159
20250126,190,2,2,0.0,1e-12,0.011598208828758352,0.0015467209298601903,0.010051487898898162
20250126,191,2,2,0.0,1e-12,0.31619504266656173,0.13528427820552005,0.18091076446104168
20250126,192,2,2,0.0,1e-12,0.40242443520306714,0.012349273545413389,0.39007516165765377
20250126,193,2,2,0.0,1e-12,1.1554900116795284,0.12391294324099061,1.0315770684385377
20250126,194,2,2,0.0,1e-12,0.054836002750387525,0.0015325831801021733,0.05330341957028535
20250126,195,2,2,0.0,1e-12,0.3368651446374046,0.025152572766433318,0.31171257187097123
20250126,196,2,2,0.0,1e-12,0.3885437179847567,0.04600707294636333,0.3425366450383933
20250126,197,2,2,0.0,1e-12,0.4754202126091811,0.011914795027377426,0.4635054175818037
20250126,198,2,2,0.0,1e-12,0.5504163773566635,0.10381041135530991,0.4466059660013536
20250126,199,2,2,0.0,1e-12,1.440257406320369,0.07836861542944903,1.36188879089092
20250126,200,2,2,0.0,1e-12,0.8636879846759702,0.0008932634089221427,0.862794721267048
20250126,201,2,2,0.0,1e-12,1.6962169403851772,0.45176235047484914,1.244454589910328
20250126,202,2,2,0.0,1e-12,1.579837043914613,0.003255582899549126,1.576581461015064
20250126,203,2,2,0.0,1e-12,0.010681531484479617,0.0005606289968464219,0.010120902487633195
20250126,204,2,2,0.0,1e-12,0.5834082741453734,0.2722901252851671,0.31111814886020633
20250126,205,2,2,0.0,1e-12,1.0423384618931388,0.33000619328361136,0.7123322686095275
20250126,206,2,2,0.0,1e-12,0.9661206583810018,0.1881812320774879,0.7779394263035139
20250126,207,2,2,0.0,1e-12,0.6480585489237977,0.016970494002051306,0.6310880549217464
20250126,208,2,2,0.0,1e-12,0.08203625069120235,0.0034604357416365347,0.07857581494956581
20250126,209,2,2,0.0,1e-12,0.30005371935543546,0.0013962782967306547,0.2986574410587048
20250126,210,2,2,0.0,1e-12,0.8525419122805298,0.2819099964819203,0.5706319157986095
20250126,211,2,2,0.0,1e-12,1.0632984195150748,0.01926967398618984,1.0440287455288848
20250126,212,2,2,0.0,1e-12,0.7886502039745075,0.00854595342405929,0.7801042505504482
20250126,213,2,2,0.0,1e-12,0.40281161094434115,0.0024768899884061515,0.400334720955935
20250126,214,2,2,0.0,1e-12,0.44429792917453614,0.1178447012238581,0.32645322795067805
20250126,215,2,2,0.0,1e-12,0.007523158161242327,0.0003627937161106657,0.007160364445131661
20250126,216,2,2,0.0,1e-12,0.1334985386019216,0.0122149211842877,0.1212836174176339
20250126,217,2,2,0.0,1e-12,0.00020343184190003277,1.3729107650920598e-06,0.0002020589311349407
20250126,218,2,2,0.0,1e-12,0.29906624392282277,0.011819274386658071,0.2872469695361647
20250126,219,2,2,0.0,1e-12,0.01931961426962675,1.0933276743247105e-05,0.019308680992883503
20250126,220,2,2,0.0,1e-12,0.1803928469288179,0.04575066830821363,0.1346421786206043
20250126,221,2,2,0.0,1e-12,1.2803996006580025,0.09652676373248917,1.1838728369255134
20250126,222,2,2,0.0,1e-12,2.0760549754136886,0.046596575947573174,2.0294583994661153
20250126,223,2,2,0.0,1e-12,3.595077393700897,0.09853406914342017,3.496543324557477
20250126,224,2,2,0.0,1e-12,0.0034076072903219123,7.74176128451971e-05,0.0033301896774767152
20250126,225,2,2,0.0,1e-12,0.11091934526099782,0.007229573378436216,0.10368977188256161
20250126,226,2,2,0.0,1e-12,0.15850460039374892,0.06066893533355283,0.09783566506019609
20250126,227,2,2,0.0,1e-12,1.4912281587131493,0.003967751706661547,1.4872604070064877
20250126,228,2,2,0.0,1e-12,0.34696149697774165,0.02378235872604023,0.3231791382517014
20250126,229,2,2,0.0,1e-12,0.9298645653380996,0.07807898120452264,0.851785584133577
20250126,230,2,2,0.0,1e-12,0.4453143815197322,0.03680885369869645,0.4085055278210357
20250126,231,2,2,0.0,1e-12,0.479591143978198,0.3163423342363614,0.16324880974183664
20250126,232,2,2,0.0,1e-12,0.28820066111019355,0.03564021455436171,0.2525604465558318
20250126,233,2,2,0.0,1e-12,0.30230868973521074,0.062088215705705746,0.240220474029505
20250126,234,2,2,0.0,1e-12,0.004371069257664485,0.00020743473434360615,0.004163634523320879
20250126,235,2,2,0.0,1e-12,0.10567363988652022,0.00382965941131453,0.10184398047520568
20250126,236,2,2,0.0,1e-12,6.281730409873334e-06,1.1938727501449673e-08,6.2697916823718845e-06
20250126,237,2,2,0.0,1e-12,1.6828708974026139,0.0005530660201649058,1.682317831382449
20250126,238,2,2,0.0,1e-12,0.06847177380951375,0.0003562133088118001,0.06811556050070194
20250126,239,2,2,0.0,1e-12,0.18122749460854662,0.0030566758370631844,0.17817081877148344
20250126,240,2,2,0.0,1e-12,4.03044827870817e-05,8.889618726064079e-07,3.941552091447529e-05
20250126,241,2,2,0.0,1e-12,0.02913437949784156,0.006463698257319732,0.02267068124052183
20250126,242,2,2,0.0,1e-12,0.246033452079987,0.12501217863089026,0.12102127344909674
20250126,243,2,2,0.0,1e-12,0.11010925862759427,0.0006548034656714552,0.10945445516192281
20250126,244,2,2,0.0,1e-12,2.111324545415434,0.042720937505189016,2.068603607910245
20250126,245,2,2,0.0,1e-12,1.7937144478864084,0.5753113045554927,1.2184031433309157
20250126,246,2,2,0.0,1e-12,0.014274262520459699,0.0006377445113938535,0.013636518009065846
20250126,247,2,2,0.0,1e-12,2.0157141953789344,0.04724705921918479,1.9684671361597497
20250126,248,2,2,0.0,1e-12,0.031133706305111725,0.016078381257772847,0.015055325047338877
20250126,249,2,2,0.0,1e-12,0.0786462273140808,0.0007369084422053016,0.0779093188718755
20250126,250,2,2,0.0,1e-12,0.8340953206958589,0.28088683314703883,0.5532084875488201
20250126,251,2,2,0.0,1e-12,0.7383547088063256,0.09735429355423086,0.6410004152520947
20250126,252,2,2,0.0,1e-12,0.28264030049771005,0.0070487282599915185,0.2755915722377185
20250126,253,2,2,0.0,1e-12,1.8459950879469536,0.028552530221429714,1.8174425577255238
20250126,254,2,2,0.0,1e-12,0.19452359698143612,0.013892597871311675,0.18063099911012445
20250126,255,2,2,0.0,1e-12,0.005566989537516179,1.8991298566450095e-05,0.005547998238949728
20250126,256,2,2,0.0,1e-12,0.01650298125313976,0.000623148210811518,0.01587983304232824
20250126,257,2,2,0.0,1e-12,0.00027143064087919045,7.02975164506691e-06,0.00026440088923412354
20250126,258,2,2,0.0,1e-12,0.028962577582694757,0.0004843203715214593,0.028478257211173297
20250126,259,2,2,0.0,1e-12,0.5724916304729974,0.10668951413365926,0.4658021163393382
20250126,260,2,2,0.0,1e-12,0.023517483817655407,0.0016010416791733297,0.021916442138482078
20250126,261,2,2,0.0,1e-12,0.002453104655998628,7.264763414614132e-05,0.0023804570218524867
20250126,262,2,2,0.0,1e-12,0.007352933404355277,0.0007329613064783608,0.006619972097876917
20250126,263,2,2,0.0,1e-12,0.8888730235467348,0.13092412346756505,0.7579489000791697
20250126,264,2,2,0.0,1e-12,0.7220143191102824,0.014393097974389105,0.7076212211358932
20250126,265,2,2,0.0,1e-12,0.05377099132672429,4.538196591498075e-06,0.05376645313013279
20250126,266,2,2,0.0,1e-12,0.6629203212692465,0.0026863797235073122,0.6602339415457392
20250126,267,2,2,0.0,1e-12,2.4560627640455435,0.024925017941038297,2.431137746104505
20250126,268,2,2,0.0,1e-12,0.8894587113202215,0.10640123253690559,0.7830574787833159
20250126,269,2,2,0.0,1e-12,0.6017203621159153,0.04640039551835097,0.5553199665975643
20250126,270,2,2,0.0,1e-12,0.9097769273234506,0.16361491973768355,0.7461620075857671
20250126,271,2,2,0.0,1e-12,0.8141156334089859,0.0033431616933788724,0.810772471715607
20250126,272,2,2,0.0,1e-12,0.004544388261398892,0.000571746275890482,0.00397264198550841
20250126,273,2,2,0.0,1e-12,0.027159892581992015,0.0005278096872677451,0.026632082894724268
20250126,274,2,2,0.0,1e-12,0.5384451818687287,0.02126717580356234,0.5171780060651664
20250126,275,2,2,0.0,1e-12,0.39684112323630033,0.04234217478448851,0.35449894845181185
20250126,276,2,2,0.0,1e-12,1.498223603630611,0.002020681979519691,1.4962029216510913
20250126,277,2,2,0.0,1e-12,1.5748625995639323,0.0016515839960415495,1.5732110155678907
20250126,278,2,2,0.0,1e-12,0.5773602578923993,0.01204910011322008,0.5653111577791792
20250126,279,2,2,0.0,1e-12,0.747786128766572,0.014886381585055536,0.7328997471815165
20250126,280,2,2,0.0,1e-12,0.1767878814032373,0.03206480365399687,0.14472307774924043
20250126,281,2,2,0.0,1e-12,0.587427564755417,0.12587223243205342,0.4615553323233636
20250126,282,2,2,0.0,1e-12,0.3103259305556446,0.1608037890799124,0.1495221414757322
20250126,283,2,2,0.0,1e-12,1.8142023814021293,0.766819224825557,1.0473831565765723
20250126,284,2,2,0.0,1e-12,0.117477973750935,0.0021501455064623504,0.11532782824447264
20250126,285,2,2,0.0,1e-12,1.2346584932085891,0.3020012128518412,0.9326572803567479
20250126,286,2,2,0.0,1e-12,0.17768278399465337,0.001008796762658512,0.17667398723199484
20250126,287,2,2,0.0,1e-12,2.1741467915348065,0.17448435629444017,1.9996624352403662
20250126,288,2,2,0.0,1e-12,0.8455358175404553,0.000911722453742457,0.8446240950867128
20250126,289,2,2,0.0,1e-12,1.1871194749503786,0.00014646917526864485,1.18697300577511
20250126,290,2,2,0.0,1e-12,0.10901405154025548,0.0012459804623670655,0.10776807107788841
20250126,291,2,2,0.0,1e-12,0.41226128714979937,0.047466241762176786,0.3647950453876226
20250126,292,2,2,0.0,1e-12,0.9072111689772462,0.11727301203796087,0.7899381569392854
20250126,293,2,2,0.0,1e-12,0.20209521160410496,0.06222831424532893,0.13986689735877603
20250126,294,2,2,0.0,1e-12,0.435312662686149,0.2143326343705124,0.2209800283156366
20250126,295,2,2,0.0,1e-12,0.08191812597814836,0.028161192135824964,0.0537569338423234
20250126,296,2,2,0.0,1e-12,0.28193679497411184,0.002381468199932596,0.27955532677417927
20250126,297,2,2,0.0,1e-12,0.01305922589175311,0.0005232444553018752,0.012535981436451234
20250126,298,2,2,0.0,1e-12,0.10942968488729163,0.04252886286161103,0.0669008220256806
20250126,299,2,2,0.0,1e-12,0.06538812013405873,0.0010814796448608346,0.0643066404891979
20250126,300,2,2,0.0,1e-12,3.7345988737272884,0.00262850381348486,3.7319703699138036
