case_id,seed,trial,Nx,Nv,omega,tau,delta,delta_correct,delta_wrong,delta_missing,delta_extended,u_err,e_err_missing,e_err_extended
FM2_wrong_equilibrium_family,50,2,16,3,0.5,2,,0.37503934268889355,0.2084192189979517,,,0.3845984309521037,,
FM2_wrong_equilibrium_family,50,2,16,3,0.5,5,,0.2571363194694946,0.18080046051105317,,,0.23592744318088385,,
FM2_wrong_equilibrium_family,50,2,16,3,0.5,10,,0.17371267238641597,0.10852324728740681,,,0.2509548716870847,,
FM2_wrong_equilibrium_family,50,3,16,3,0.5,2,,0.39170071489263636,0.24979684715962988,,,0.3639549088746784,,
FM2_wrong_equilibrium_family,50,3,16,3,0.5,5,,0.2632153597311575,0.1464126730491377,,,0.3166504691298684,,
FM2_wrong_equilibrium_family,50,3,16,3,0.5,10,,0.14876552261820553,0.10111638154282891,,,0.22471291437723712,,
FM2_wrong_equilibrium_family,50,4,16,3,0.5,2,,0.5495309254208232,0.2656745259933767,,,0.5320120225835026,,
FM2_wrong_equilibrium_family,50,4,16,3,0.5,5,,0.48212852935012923,0.2926844970193593,,,0.5122898717881386,,
FM2_wrong_equilibrium_family,50,4,16,3,0.5,10,,0.42754721949796776,0.37886478619263075,,,0.3646850590889398,,
FM2_wrong_equilibrium_family,50,5,16,3,0.5,2,,0.5712404034361297,0.36786066909355797,,,0.5991328692575506,,
FM2_wrong_equilibrium_family,50,5,16,3,0.5,5,,0.46496425899603205,0.41383404726915973,,,0.2927836102145805,,
FM2_wrong_equilibrium_family,50,5,16,3,0.5,10,,0.3794851335024416,0.2817268190529052,,,0.3823273818733416,,
FM2_wrong_equilibrium_family,50,6,16,3,0.5,2,,0.41231074439989407,0.22450890813739216,,,0.4622005742432495,,
FM2_wrong_equilibrium_family,50,6,16,3,0.5,5,,0.3066686656988924,0.2128513438098526,,,0.30483586994873546,,
FM2_wrong_equilibrium_family,50,6,16,3,0.5,10,,0.23087082726631006,0.17813742948184558,,,0.23809286831086288,,
FM2_wrong_equilibrium_family,50,7,16,3,0.5,2,,0.3948217289899192,0.24383655792987796,,,0.5459683886962633,,
FM2_wrong_equilibrium_family,50,7,16,3,0.5,5,,0.34914681346802345,0.19866955155256333,,,0.425831495658648,,
FM2_wrong_equilibrium_family,50,7,16,3,0.5,10,,0.28335024055777525,0.18549083668318705,,,0.3172001944445733,,
FM2_wrong_equilibrium_family,50,8,16,3,0.5,2,,0.33286863458932703,0.2377644937385559,,,0.32996147070430676,,
FM2_wrong_equilibrium_family,50,8,16,3,0.5,5,,0.2923836007587378,0.18957454662083437,,,0.2679688951785395,,
FM2_wrong_equilibrium_family,50,8,16,3,0.5,10,,0.17828211664735938,0.14870410433992004,,,0.16560186320272563,,
FM2_wrong_equilibrium_family,50,9,16,3,0.5,2,,0.3517708350871218,0.18716461753969937,,,0.43447623220372517,,
FM2_wrong_equilibrium_family,50,9,16,3,0.5,5,,0.4702005177653312,0.2824411352833945,,,0.45420217979007615,,
FM2_wrong_equilibrium_family,50,9,16,3,0.5,10,,0.3459620187355962,0.311253306119148,,,0.37470182353673653,,
FM2_wrong_equilibrium_family,50,10,16,3,0.5,2,,0.45120636597807423,0.2745512556940557,,,0.4581736003611914,,
FM2_wrong_equilibrium_family,50,10,16,3,0.5,5,,0.3002783213930165,0.22212293934914162,,,0.3887162761913081,,
FM2_wrong_equilibrium_family,50,10,16,3,0.5,10,,0.2268641839249223,0.15731883312576536,,,0.29019228349609716,,
FM2_wrong_equilibrium_family,50,11,16,3,0.5,2,,0.31880852844028484,0.14381560082706651,,,0.3864732669242625,,
FM2_wrong_equilibrium_family,50,11,16,3,0.5,5,,0.21704392433063646,0.15843591233132792,,,0.21082910907092905,,
FM2_wrong_equilibrium_family,50,11,16,3,0.5,10,,0.2275424621838335,0.13093715045854848,,,0.21639717766534625,,
FM2_wrong_equilibrium_family,50,12,16,3,0.5,2,,0.32945322700693364,0.21205175955236086,,,0.29555061347374134,,
FM2_wrong_equilibrium_family,50,12,16,3,0.5,5,,0.2274486377287277,0.14974110303485008,,,0.22499745697313506,,
FM2_wrong_equilibrium_family,50,12,16,3,0.5,10,,0.191463424499318,0.15906568797150744,,,0.14646968824627737,,
FM2_wrong_equilibrium_family,50,13,16,3,0.5,2,,0.37374649377892327,0.22829054280276964,,,0.36225247233868463,,
FM2_wrong_equilibrium_family,50,13,16,3,0.5,5,,0.3489788639015292,0.20686113210355472,,,0.356160613802209,,
FM2_wrong_equilibrium_family,50,13,16,3,0.5,10,,0.17014938854433106,0.12408212441188518,,,0.2618311737065767,,
FM2_wrong_equilibrium_family,50,14,16,3,0.5,2,,0.39323711708698506,0.23936115401833377,,,0.34102139307331775,,
FM2_wrong_equilibrium_family,50,14,16,3,0.5,5,,0.35343287512824284,0.23008559543933177,,,0.35001864716334946,,
FM2_wrong_equilibrium_family,50,14,16,3,0.5,10,,0.2760651104620604,0.18008085859208067,,,0.2956997570648803,,
FM2_wrong_equilibrium_family,50,15,16,3,0.5,2,,0.4018585705166297,0.26386997582313254,,,0.3299261059508991,,
FM2_wrong_equilibrium_family,50,15,16,3,0.5,5,,0.40771331362738217,0.1771289202149307,,,0.45734834236843314,,
FM2_wrong_equilibrium_family,50,15,16,3,0.5,10,,0.33929157743802396,0.321419382656248,,,0.17355258322097555,,
FM2_wrong_equilibrium_family,50,16,16,3,0.5,2,,0.3935669848968808,0.23842456932711598,,,0.44423194071828026,,
FM2_wrong_equilibrium_family,50,16,16,3,0.5,5,,0.279393254109566,0.17830219436356828,,,0.248035925067446,,
FM2_wrong_equilibrium_family,50,16,16,3,0.5,10,,0.2416458942376339,0.14147393346855563,,,0.2743780668048448,,
FM2_wrong_equilibrium_family,50,17,16,3,0.5,2,,0.4302427335529375,0.2861085067721814,,,0.3813980683625624,,
FM2_wrong_equilibrium_family,50,17,16,3,0.5,5,,0.32402301833270897,0.20952810784885714,,,0.2729042735030461,,
FM2_wrong_equilibrium_family,50,17,16,3,0.5,10,,0.21584506547400942,0.14359442519081464,,,0.24378724903286975,,
FM2_wrong_equilibrium_family,50,18,16,3,0.5,2,,0.41505833351317045,0.24960513402075696,,,0.3205350230393153,,
FM2_wrong_equilibrium_family,50,18,16,3,0.5,5,,0.27755127843466904,0.18923848503209306,,,0.21210696476574653,,
FM2_wrong_equilibrium_family,50,18,16,3,0.5,10,,0.18282518185379149,0.13814543951863134,,,0.17585391309445622,,
FM2_wrong_equilibrium_family,50,19,16,3,0.5,2,,0.42067791295168433,0.2823753964118847,,,0.3002173971477181,,
FM2_wrong_equilibrium_family,50,19,16,3,0.5,5,,0.4006285327277527,0.15065573496162527,,,0.4065403939309743,,
FM2_wrong_equilibrium_family,50,19,16,3,0.5,10,,0.29361276169569894,0.24036881560057075,,,0.19451033680428897,,
FM2_wrong_equilibrium_family,50,20,16,3,0.5,2,,0.5483115413966013,0.27443894000288377,,,0.6092691719202566,,
FM2_wrong_equilibrium_family,50,20,16,3,0.5,5,,0.4068108856055905,0.3374668273422028,,,0.360790155471296,,
FM2_wrong_equilibrium_family,50,20,16,3,0.5,10,,0.314517950376356,0.18580429754265398,,,0.35407950482080375,,
FM2_wrong_equilibrium_family,50,21,16,3,0.5,2,,0.34313914419941094,0.14858073854916748,,,0.3036841023538167,,
FM2_wrong_equilibrium_family,50,21,16,3,0.5,5,,0.24181899577356247,0.1244771343437745,,,0.30274365062692593,,
FM2_wrong_equilibrium_family,50,21,16,3,0.5,10,,0.15184223700906152,0.07700928748065648,,,0.18565978972686903,,
FM2_wrong_equilibrium_family,50,22,16,3,0.5,2,,0.266558465532737,0.20095139671551285,,,0.23107353630983904,,
FM2_wrong_equilibrium_family,50,22,16,3,0.5,5,,0.22373141347415118,0.10967732483031846,,,0.20342584844335687,,
FM2_wrong_equilibrium_family,50,22,16,3,0.5,10,,0.13536007160246166,0.08421630136892402,,,0.15338611299214586,,
FM2_wrong_equilibrium_family,50,23,16,3,0.5,2,,0.33437667079134276,0.19814306170344007,,,0.3860679215134023,,
FM2_wrong_equilibrium_family,50,23,16,3,0.5,5,,0.340049438752864,0.1712496570871282,,,0.3786813807824627,,
FM2_wrong_equilibrium_family,50,23,16,3,0.5,10,,0.3203284574430114,0.29616240900182333,,,0.2522222222935379,,
FM2_wrong_equilibrium_family,50,24,16,3,0.5,2,,0.4177687933873326,0.2369098039263216,,,0.47507848955783916,,
FM2_wrong_equilibrium_family,50,24,16,3,0.5,5,,0.3904210074922987,0.2724664408097231,,,0.35871824316910805,,
FM2_wrong_equilibrium_family,50,24,16,3,0.5,10,,0.21804756173505252,0.18218502668560796,,,0.3104556948406292,,
FM2_wrong_equilibrium_family,50,25,16,3,0.5,2,,0.4971508557758219,0.3427010680995147,,,0.5869412111920576,,
FM2_wrong_equilibrium_family,50,25,16,3,0.5,5,,0.3634316957276234,0.216442239417596,,,0.46294016196002796,,
FM2_wrong_equilibrium_family,50,25,16,3,0.5,10,,0.28585444131809734,0.17985545798052593,,,0.385193564892091,,
FM2_wrong_equilibrium_family,50,26,16,3,0.5,2,,0.4245558633451803,0.20901717546246312,,,0.4183223736672549,,
FM2_wrong_equilibrium_family,50,26,16,3,0.5,5,,0.423314434788288,0.2385518729773737,,,0.43855899479168614,,
FM2_wrong_equilibrium_family,50,26,16,3,0.5,10,,0.33313558750351824,0.3142220065807288,,,0.24983655530902066,,
FM2_wrong_equilibrium_family,50,27,16,3,0.5,2,,0.3513879123040366,0.25124163989130377,,,0.2901700138399419,,
FM2_wrong_equilibrium_family,50,27,16,3,0.5,5,,0.2738215029185433,0.16753050710486986,,,0.30398244355246556,,
FM2_wrong_equilibrium_family,50,27,16,3,0.5,10,,0.2265573114965606,0.2091764673812569,,,0.14942404760283484,,
FM2_wrong_equilibrium_family,50,28,16,3,0.5,2,,0.3935062989772499,0.22838433566988997,,,0.4430146134112175,,
FM2_wrong_equilibrium_family,50,28,16,3,0.5,5,,0.35735535716246974,0.241546738938475,,,0.3077677104814059,,
FM2_wrong_equilibrium_family,50,28,16,3,0.5,10,,0.1393538905735467,0.1073274456669715,,,0.30602214188046617,,
FM2_wrong_equilibrium_family,50,29,16,3,0.5,2,,0.33911608057709963,0.20383691673589355,,,0.375503351006514,,
FM2_wrong_equilibrium_family,50,29,16,3,0.5,5,,0.2578375812178623,0.1659241990027154,,,0.2826652506801297,,
FM2_wrong_equilibrium_family,50,29,16,3,0.5,10,,0.2367177351456062,0.17442099020838586,,,0.22551942050456059,,
FM2_wrong_equilibrium_family,50,30,16,3,0.5,2,,0.46944672991706893,0.17245595948598824,,,0.5456103463729574,,
FM2_wrong_equilibrium_family,50,30,16,3,0.5,5,,0.40736104342562124,0.2618937154948581,,,0.40670501487043187,,
FM2_wrong_equilibrium_family,50,30,16,3,0.5,10,,0.30526938822021477,0.25684222217189423,,,0.3704010814619568,,
FM2_wrong_equilibrium_family,50,31,16,3,0.5,2,,0.3579910652449048,0.24209595879791274,,,0.35556464284888,,
FM2_wrong_equilibrium_family,50,31,16,3,0.5,5,,0.28828813111158,0.14863788753711624,,,0.2985247823769185,,
FM2_wrong_equilibrium_family,50,31,16,3,0.5,10,,0.24046637223300643,0.1620474792045274,,,0.19658269815245621,,
FM2_wrong_equilibrium_family,50,32,16,3,0.5,2,,0.24998921706140426,0.12677639688689235,,,0.2379916284610312,,
FM2_wrong_equilibrium_family,50,32,16,3,0.5,5,,0.13445081631194944,0.06334928625732515,,,0.16131844796701472,,
FM2_wrong_equilibrium_family,50,32,16,3,0.5,10,,0.09087681008544017,0.04230764253057788,,,0.11882165816278634,,
FM2_wrong_equilibrium_family,50,33,16,3,0.5,2,,0.30238405896235543,0.1664335458179026,,,0.2764568817895848,,
FM2_wrong_equilibrium_family,50,33,16,3,0.5,5,,0.23342857960762226,0.11374852618714626,,,0.24117659757766127,,
FM2_wrong_equilibrium_family,50,33,16,3,0.5,10,,0.20093649324545057,0.1848318415222333,,,0.1629782299850927,,
FM2_wrong_equilibrium_family,50,34,16,3,0.5,2,,0.3404757384093169,0.16859673067771536,,,0.3499848856055086,,
FM2_wrong_equilibrium_family,50,34,16,3,0.5,5,,0.3053035397031107,0.1685717153353014,,,0.2772767063225757,,
FM2_wrong_equilibrium_family,50,34,16,3,0.5,10,,0.19226531438490024,0.15321653633124693,,,0.1990910187935233,,
FM2_wrong_equilibrium_family,50,35,16,3,0.5,2,,0.4369584135895663,0.24955606047978196,,,0.4354747285683322,,
FM2_wrong_equilibrium_family,50,35,16,3,0.5,5,,0.2868931030061919,0.23544626968148985,,,0.29801698384095315,,
FM2_wrong_equilibrium_family,50,35,16,3,0.5,10,,0.17622145896031788,0.12063539753666186,,,0.2211326868483571,,
FM2_wrong_equilibrium_family,50,36,16,3,0.5,2,,0.30167653635172187,0.1648160901512478,,,0.40773355857379395,,
FM2_wrong_equilibrium_family,50,36,16,3,0.5,5,,0.3798402515250687,0.17647059765003392,,,0.42463401375900167,,
FM2_wrong_equilibrium_family,50,36,16,3,0.5,10,,0.2230379268080654,0.20166010695556852,,,0.2926019037747784,,
FM2_wrong_equilibrium_family,50,37,16,3,0.5,2,,0.5527476570650729,0.2994072212852674,,,0.4667349631808697,,
FM2_wrong_equilibrium_family,50,37,16,3,0.5,5,,0.42319740088881946,0.2756000209218953,,,0.43115267486973685,,
FM2_wrong_equilibrium_family,50,37,16,3,0.5,10,,0.31040139640380393,0.2798971972860865,,,0.22339258245811466,,
FM2_wrong_equilibrium_family,50,38,16,3,0.5,2,,0.4274982574303984,0.18673054723222712,,,0.47236020703076664,,
FM2_wrong_equilibrium_family,50,38,16,3,0.5,5,,0.36652948755032666,0.214688422505922,,,0.3627678112052354,,
FM2_wrong_equilibrium_family,50,38,16,3,0.5,10,,0.2077341463501313,0.10057838976365652,,,0.2976233603389758,,
FM2_wrong_equilibrium_family,50,39,16,3,0.5,2,,0.29403345681959236,0.14796588981796507,,,0.4334478432300737,,
FM2_wrong_equilibrium_family,50,39,16,3,0.5,5,,0.32294370910413556,0.20485597300710906,,,0.360984550702695,,
FM2_wrong_equilibrium_family,50,39,16,3,0.5,10,,0.2408281732426198,0.17043753809730078,,,0.2823831794289001,,
FM2_wrong_equilibrium_family,50,40,16,3,0.5,2,,0.42387108909660637,0.20332949930102096,,,0.5196449356247077,,
FM2_wrong_equilibrium_family,50,40,16,3,0.5,5,,0.354229755797249,0.21891977583001948,,,0.402984225656305,,
FM2_wrong_equilibrium_family,50,40,16,3,0.5,10,,0.28767191939662085,0.20933850309076152,,,0.27449231077236896,,
FM2_wrong_equilibrium_family,50,41,16,3,0.5,2,,0.2993064098696183,0.18972104065310336,,,0.28240501380226835,,
FM2_wrong_equilibrium_family,50,41,16,3,0.5,5,,0.26735858621574343,0.18872756491886286,,,0.26444857862002225,,
FM2_wrong_equilibrium_family,50,41,16,3,0.5,10,,0.16893369972170477,0.13788871452608928,,,0.1577301633183442,,
FM2_wrong_equilibrium_family,50,42,16,3,0.5,2,,0.4244916416558766,0.246452213064656,,,0.41449907007655906,,
FM2_wrong_equilibrium_family,50,42,16,3,0.5,5,,0.3242996807294895,0.2812347213291713,,,0.23055941692963666,,
FM2_wrong_equilibrium_family,50,42,16,3,0.5,10,,0.22840986332793578,0.14190089111847243,,,0.2450200971678498,,
FM2_wrong_equilibrium_family,50,43,16,3,0.5,2,,0.40579328273784415,0.28320349342293977,,,0.452955859237546,,
FM2_wrong_equilibrium_family,50,43,16,3,0.5,5,,0.4842482210103517,0.253445144145474,,,0.488381378665162,,
FM2_wrong_equilibrium_family,50,43,16,3,0.5,10,,0.25149351470808584,0.17287644311534367,,,0.410068929153836,,
FM2_wrong_equilibrium_family,50,44,16,3,0.5,2,,0.4716711290897494,0.2550203881488876,,,0.4962928308314574,,
FM2_wrong_equilibrium_family,50,44,16,3,0.5,5,,0.3704053919837351,0.29777568120195846,,,0.3241379066597493,,
FM2_wrong_equilibrium_family,50,44,16,3,0.5,10,,0.3018615167518749,0.1819435947502413,,,0.3290934168341772,,
FM2_wrong_equilibrium_family,50,45,16,3,0.5,2,,0.3365561569824037,0.18195129085607709,,,0.4587436857939774,,
FM2_wrong_equilibrium_family,50,45,16,3,0.5,5,,0.2636157771517529,0.15825538089529234,,,0.24765686292679415,,
FM2_wrong_equilibrium_family,50,45,16,3,0.5,10,,0.14120599292017347,0.0626435760160478,,,0.23762441242066581,,
FM2_wrong_equilibrium_family,50,46,16,3,0.5,2,,0.5417776166421415,0.28532815806959994,,,0.546758906522776,,
FM2_wrong_equilibrium_family,50,46,16,3,0.5,5,,0.5174958080492553,0.27780334614727553,,,0.5184559804395639,,
FM2_wrong_equilibrium_family,50,46,16,3,0.5,10,,0.44564006257846117,0.3961065441403574,,,0.4102076059673849,,
FM2_wrong_equilibrium_family,50,47,16,3,0.5,2,,0.4237809064016642,0.34237435924771253,,,0.3715113943925331,,
FM2_wrong_equilibrium_family,50,47,16,3,0.5,5,,0.4380263910059746,0.2559137831950417,,,0.4344053714014846,,
FM2_wrong_equilibrium_family,50,47,16,3,0.5,10,,0.27933349278876235,0.23136268120851095,,,0.3356876315834464,,
FM2_wrong_equilibrium_family,50,48,16,3,0.5,2,,0.4741511541238938,0.21728656125778983,,,0.5157698579389516,,
FM2_wrong_equilibrium_family,50,48,16,3,0.5,5,,0.31594582610859634,0.14323160282614905,,,0.5138354824651052,,
FM2_wrong_equilibrium_family,50,48,16,3,0.5,10,,0.3160275949403297,0.2715022458733564,,,0.35584882801331436,,
FM2_wrong_equilibrium_family,50,49,16,3,0.5,2,,0.3544053669083577,0.18624250588425662,,,0.36161552523176554,,
FM2_wrong_equilibrium_family,50,49,16,3,0.5,5,,0.2813255862790013,0.17120842020645172,,,0.25080620358275296,,
FM2_wrong_equilibrium_family,50,49,16,3,0.5,10,,0.21298805406676094,0.169566117432648,,,0.17893947071185237,,
FM2_wrong_equilibrium_family,50,50,16,3,0.5,2,,0.5326082514101325,0.42673167635518255,,,0.446775265744634,,
FM2_wrong_equilibrium_family,50,50,16,3,0.5,5,,0.46978903679523193,0.33226825771537594,,,0.4019287323106129,,
FM2_wrong_equilibrium_family,50,50,16,3,0.5,10,,0.30377847353463566,0.20298485312587516,,,0.2720051526832853,,
FM2_wrong_equilibrium_family,50,51,16,3,0.5,2,,0.3211928098934743,0.13468706749061304,,,0.38338637833181965,,
FM2_wrong_equilibrium_family,50,51,16,3,0.5,5,,0.26090554922779086,0.14663609006499687,,,0.33703661096819165,,
FM2_wrong_equilibrium_family,50,51,16,3,0.5,10,,0.18805979827002078,0.1282586782325997,,,0.1904136491771122,,
FM2_wrong_equilibrium_family,50,52,16,3,0.5,2,,0.39109364537279945,0.22526434381388805,,,0.3794038429914814,,
FM2_wrong_equilibrium_family,50,52,16,3,0.5,5,,0.2756025983373893,0.1819887512055161,,,0.2615747609199459,,
FM2_wrong_equilibrium_family,50,52,16,3,0.5,10,,0.22038618949291905,0.13983128951551968,,,0.19261841128745089,,
FM2_wrong_equilibrium_family,50,53,16,3,0.5,2,,0.3029204603824277,0.216363679585584,,,0.28935678280359495,,
FM2_wrong_equilibrium_family,50,53,16,3,0.5,5,,0.30875105642595,0.11856404071117911,,,0.3548925994625848,,
FM2_wrong_equilibrium_family,50,53,16,3,0.5,10,,0.26625954682433617,0.25330030672118553,,,0.15622688026069698,,
FM2_wrong_equilibrium_family,50,54,16,3,0.5,2,,0.28355051668551934,0.1884468525843245,,,0.4039763790939451,,
FM2_wrong_equilibrium_family,50,54,16,3,0.5,5,,0.3008569180859886,0.14982250549712348,,,0.3632784029304075,,
FM2_wrong_equilibrium_family,50,54,16,3,0.5,10,,0.15005743739867633,0.1047673705153994,,,0.3089389984466365,,
FM2_wrong_equilibrium_family,50,55,16,3,0.5,2,,0.3262748813396139,0.1400148841649509,,,0.3453840376790239,,
FM2_wrong_equilibrium_family,50,55,16,3,0.5,5,,0.25423191240543075,0.2064452653187231,,,0.17092313613570276,,
FM2_wrong_equilibrium_family,50,55,16,3,0.5,10,,0.16464412647674062,0.09661153767613757,,,0.18638198241922738,,
FM2_wrong_equilibrium_family,50,56,16,3,0.5,2,,0.37266961524878317,0.17833340422242092,,,0.3903934717464524,,
FM2_wrong_equilibrium_family,50,56,16,3,0.5,5,,0.3473875431358127,0.20637967241969685,,,0.3445863564928401,,
FM2_wrong_equilibrium_family,50,56,16,3,0.5,10,,0.2798279912289767,0.2129127936731513,,,0.2121332028062488,,
FM2_wrong_equilibrium_family,50,57,16,3,0.5,2,,0.3462117326556492,0.23532843140728213,,,0.3585686454193922,,
FM2_wrong_equilibrium_family,50,57,16,3,0.5,5,,0.2445959682790919,0.15599913844678814,,,0.23079830373261317,,
FM2_wrong_equilibrium_family,50,57,16,3,0.5,10,,0.18918691744243946,0.08931700067680415,,,0.2158606389006876,,
FM2_wrong_equilibrium_family,50,58,16,3,0.5,2,,0.4396636967463635,0.2528712241445785,,,0.5141202407929992,,
FM2_wrong_equilibrium_family,50,58,16,3,0.5,5,,0.5047029629986746,0.2719791857880053,,,0.5120883827081892,,
FM2_wrong_equilibrium_family,50,58,16,3,0.5,10,,0.3002972579347675,0.25784313849438734,,,0.45353895828050683,,
FM2_wrong_equilibrium_family,50,59,16,3,0.5,2,,0.33549582356459223,0.1663275153739356,,,0.3309092035824837,,
FM2_wrong_equilibrium_family,50,59,16,3,0.5,5,,0.24418421182092132,0.17309833462820054,,,0.2287957385061003,,
FM2_wrong_equilibrium_family,50,59,16,3,0.5,10,,0.14636781903569923,0.11992309143694836,,,0.16955141517982153,,
FM2_wrong_equilibrium_family,50,60,16,3,0.5,2,,0.30887001002102493,0.17246687049457532,,,0.3174632528573331,,
FM2_wrong_equilibrium_family,50,60,16,3,0.5,5,,0.2158933215828744,0.11832807522165306,,,0.20232364283848558,,
FM2_wrong_equilibrium_family,50,60,16,3,0.5,10,,0.1663132111952903,0.13383575566527023,,,0.16264582735101718,,
FM2_wrong_equilibrium_family,50,61,16,3,0.5,2,,0.5591833245930904,0.43228881782866857,,,0.5778822093415987,,
FM2_wrong_equilibrium_family,50,61,16,3,0.5,5,,0.4231308454094511,0.34498514042934836,,,0.5464590630376166,,
FM2_wrong_equilibrium_family,50,61,16,3,0.5,10,,0.44856469704681784,0.3528907974035171,,,0.4248917498927251,,
FM2_wrong_equilibrium_family,50,62,16,3,0.5,2,,0.39855211507318006,0.2279793317455389,,,0.4241057961135539,,
FM2_wrong_equilibrium_family,50,62,16,3,0.5,5,,0.2553957349314305,0.19868791376341904,,,0.2610883948209079,,
FM2_wrong_equilibrium_family,50,62,16,3,0.5,10,,0.1568910687088887,0.10625844787714057,,,0.20080091938995917,,
FM2_wrong_equilibrium_family,50,63,16,3,0.5,2,,0.4793094126848519,0.3552081332787439,,,0.47871181497687776,,
FM2_wrong_equilibrium_family,50,63,16,3,0.5,5,,0.4589747030664847,0.3112509164818395,,,0.4691690998320976,,
FM2_wrong_equilibrium_family,50,63,16,3,0.5,10,,0.42330812566768117,0.28732411703410216,,,0.42779195463023173,,
FM2_wrong_equilibrium_family,50,64,16,3,0.5,2,,0.4612305221647003,0.31374798114353797,,,0.5188224908217247,,
FM2_wrong_equilibrium_family,50,64,16,3,0.5,5,,0.5123050439728736,0.2435538308000394,,,0.5593699459837461,,
FM2_wrong_equilibrium_family,50,64,16,3,0.5,10,,0.49035117587483107,0.4604809493273637,,,0.3744379733164117,,
FM2_wrong_equilibrium_family,50,65,16,3,0.5,2,,0.39845570130255825,0.2175420483256703,,,0.3852116265321337,,
FM2_wrong_equilibrium_family,50,65,16,3,0.5,5,,0.2999684921719411,0.21908350343497535,,,0.31260447331939933,,
FM2_wrong_equilibrium_family,50,65,16,3,0.5,10,,0.22549090793839055,0.18504114396640442,,,0.2037586756623955,,
FM2_wrong_equilibrium_family,50,66,16,3,0.5,2,,0.45382841969485294,0.30522053812063143,,,0.4371992495541463,,
FM2_wrong_equilibrium_family,50,66,16,3,0.5,5,,0.3820085989945767,0.310933860504713,,,0.28675742747130384,,
FM2_wrong_equilibrium_family,50,66,16,3,0.5,10,,0.31035767091708133,0.14194865346092178,,,0.33763637618033115,,
FM2_wrong_equilibrium_family,50,67,16,3,0.5,2,,0.22047313427156456,0.12982985581138312,,,0.3356207987688472,,
FM2_wrong_equilibrium_family,50,67,16,3,0.5,5,,0.21019877258348738,0.13032210513066814,,,0.20273216461654153,,
FM2_wrong_equilibrium_family,50,67,16,3,0.5,10,,0.17370581132696958,0.09435686557697512,,,0.2010163785591256,,
FM2_wrong_equilibrium_family,50,68,16,3,0.5,2,,0.3950785352482884,0.1636331562871693,,,0.5079717916926982,,
FM2_wrong_equilibrium_family,50,68,16,3,0.5,5,,0.41900197009227746,0.25204870913136285,,,0.44241524688661266,,
FM2_wrong_equilibrium_family,50,68,16,3,0.5,10,,0.3685902521210075,0.3365180203991654,,,0.2903608332929616,,
FM2_wrong_equilibrium_family,50,69,16,3,0.5,2,,0.4924041749224522,0.24862193698440388,,,0.4921807472724663,,
FM2_wrong_equilibrium_family,50,69,16,3,0.5,5,,0.4100716805352592,0.27371536677222763,,,0.496297404555874,,
FM2_wrong_equilibrium_family,50,69,16,3,0.5,10,,0.3871578283095348,0.26780241966700863,,,0.3654088559142313,,
FM2_wrong_equilibrium_family,50,70,16,3,0.5,2,,0.39250768712827905,0.1754933522690792,,,0.3857494737777402,,
FM2_wrong_equilibrium_family,50,70,16,3,0.5,5,,0.2756462054587461,0.15967091124782656,,,0.2977615773025257,,
FM2_wrong_equilibrium_family,50,70,16,3,0.5,10,,0.22694001643294512,0.171996750741224,,,0.20802749245882488,,
FM2_wrong_equilibrium_family,50,71,16,3,0.5,2,,0.38992163557622916,0.2154996129205139,,,0.3975205969913524,,
FM2_wrong_equilibrium_family,50,71,16,3,0.5,5,,0.39042848536840374,0.27039975221476087,,,0.3491246900382205,,
FM2_wrong_equilibrium_family,50,71,16,3,0.5,10,,0.2717463623528281,0.2555498484539288,,,0.24766651297257472,,
FM2_wrong_equilibrium_family,50,72,16,3,0.5,2,,0.32720846455911035,0.20736412029323265,,,0.2768194852857196,,
FM2_wrong_equilibrium_family,50,72,16,3,0.5,5,,0.33828493357340206,0.10289917211587328,,,0.38393271603095336,,
FM2_wrong_equilibrium_family,50,72,16,3,0.5,10,,0.2955284541188203,0.29241769081430347,,,0.136910469451941,,
FM2_wrong_equilibrium_family,50,73,16,3,0.5,2,,0.3363963777419479,0.14167167803519282,,,0.4094989789952073,,
FM2_wrong_equilibrium_family,50,73,16,3,0.5,5,,0.2925519235663648,0.18986303430488682,,,0.29153651886070936,,
FM2_wrong_equilibrium_family,50,73,16,3,0.5,10,,0.16286839576726747,0.10320129284394927,,,0.26015436981034684,,
FM2_wrong_equilibrium_family,50,74,16,3,0.5,2,,0.27884143688093854,0.1325144154311866,,,0.2657128008918866,,
FM2_wrong_equilibrium_family,50,74,16,3,0.5,5,,0.35540254108464975,0.12929869475958913,,,0.363342163157741,,
FM2_wrong_equilibrium_family,50,74,16,3,0.5,10,,0.3085514845729518,0.3012633101403417,,,0.13996618330721983,,
FM2_wrong_equilibrium_family,50,75,16,3,0.5,2,,0.38669184498275716,0.2444993683916406,,,0.3740289701255021,,
FM2_wrong_equilibrium_family,50,75,16,3,0.5,5,,0.38439985559065964,0.20890599648339986,,,0.35091044623596485,,
FM2_wrong_equilibrium_family,50,75,16,3,0.5,10,,0.2996372664842948,0.24645056244205377,,,0.2724067076327572,,
FM2_wrong_equilibrium_family,50,76,16,3,0.5,2,,0.4634700797936967,0.3016510936728086,,,0.39312980388050206,,
FM2_wrong_equilibrium_family,50,76,16,3,0.5,5,,0.27189212046345757,0.19984213167052345,,,0.21978829392005983,,
FM2_wrong_equilibrium_family,50,76,16,3,0.5,10,,0.20233484508393507,0.1511591464201606,,,0.23995557073066598,,
