seed,M,mu0,s,t,mean_micro,y_mean,mismatch,abs_mismatch
80,20000,0.3,0.6000000000000001,0.74,0.6422886236072646,0.299934548791402,0.34235407481586255,0.34235407481586255
80,20000,0.3,0.6000000000000001,0.75,0.65393767528168,0.300836862477472,0.353100812804208,0.353100812804208
80,20000,0.3,0.6000000000000001,0.76,0.6659997599967327,0.3017446215295761,0.36425513846715657,0.36425513846715657
80,20000,0.3,0.6000000000000001,0.77,0.6784992837785272,0.3026578753902017,0.37584140838832547,0.37584140838832547
80,20000,0.3,0.6000000000000001,0.78,0.6914626474637361,0.3035766741022197,0.38788597336151637,0.38788597336151637
80,20000,0.3,0.6000000000000001,0.79,0.7049184579167479,0.3045010683180253,0.4004173895987226,0.4004173895987226
80,20000,0.3,0.6000000000000001,0.8,0.7188977668756071,0.30543110930884637,0.41346665756676076,0.41346665756676076
80,20000,0.3,0.6000000000000001,0.81,0.7334343417597151,0.3063668489742229,0.4270674927854922,0.4270674927854922
80,20000,0.3,0.6000000000000001,0.8200000000000001,0.7485649735694536,0.30730833985166145,0.44125663371779217,0.44125663371779217
80,20000,0.3,0.6000000000000001,0.8300000000000001,0.764329827974378,0.30825563512646775,0.45607419284791023,0.45607419284791023
80,20000,0.3,0.6000000000000001,0.84,0.7807728468634139,0.30920878864176227,0.4715640582216516,0.4715640582216516
80,20000,0.3,0.6000000000000001,0.85,0.7979422090697859,0.31016785490868154,0.4877743541611043,0.4877743541611043
80,20000,0.3,0.6000000000000001,0.86,0.8158908607520021,0.3111328891167704,0.5047579716352317,0.5047579716352317
80,20000,0.3,0.6000000000000001,0.87,0.834677128096245,0.3121039471445688,0.5225731809516762,0.5225731809516762
80,20000,0.3,0.6000000000000001,0.88,0.854365427716402,0.3130810855703971,0.541284342146005,0.541284342146005
80,20000,0.3,0.6000000000000001,0.89,0.8750270935111505,0.31406436168334506,0.5609627318278054,0.5609627318278054
80,20000,0.3,0.6000000000000001,0.9,0.8967413429837754,0.31505383349446836,0.581687509489307,0.581687509489307
80,20000,0.3,0.6000000000000001,0.91,0.9195964113919459,0.31604955974819743,0.6035468516437485,0.6035468516437485
80,20000,0.3,0.6000000000000001,0.92,0.943690888907365,0.31705159993396337,0.6266392889734016,0.6266392889734016
80,20000,0.3,0.6000000000000001,0.93,0.9691353046796612,0.31806001429804553,0.6510752903816157,0.6510752903816157
80,20000,0.3,0.6000000000000001,0.9400000000000001,0.9960540129248595,0.31907486385564626,0.6769791490692132,0.6769791490692132
80,20000,0.3,0.6000000000000001,0.9500000000000001,1.0245874507284178,0.32009621040319736,0.7044912403252205,0.7044912403252205
80,20000,0.3,0.6000000000000001,0.96,1.0548948563124114,0.3211241165309035,0.7337707397815079,0.7337707397815079
80,20000,0.3,0.6000000000000001,0.97,1.0871575616603109,0.32215864563552854,0.7649989160247823,0.7649989160247823
80,20000,0.3,0.6000000000000001,0.98,1.121583006861787,0.32319986193342914,0.7983831449283578,0.7983831449283578
80,20000,0.3,0.6000000000000001,0.99,1.1584096685185188,0.3242478304738427,0.834161838044676,0.834161838044676
80,20000,0.3,0.6000000000000001,1.0,1.1979131556191962,0.32530261715243414,0.8726105384667621,0.8726105384667621
80,20000,0.3,0.7000000000000001,0.0,0.224756327512149,0.224756327512149,0.0,0.0
