seed,d,lam,t,mismatch
30,4,0.5,6.432160804020101,0.1119171022602429
30,4,0.5,6.482412060301508,0.111419491520626
30,4,0.5,6.532663316582915,0.11263848980167568
30,4,0.5,6.582914572864322,0.11506031705917642
30,4,0.5,6.633165829145729,0.11850757140500578
30,4,0.5,6.683417085427136,0.12315677929425944
30,4,0.5,6.733668341708543,0.12937147945863126
30,4,0.5,6.78391959798995,0.1373101775895703
30,4,0.5,6.834170854271357,0.14655796033956148
30,4,0.5,6.884422110552764,0.15613088489851934
30,4,0.5,6.934673366834171,0.1647995532229945
30,4,0.5,6.984924623115578,0.17140984507353685
30,4,0.5,7.035175879396985,0.17505478202118374
30,4,0.5,7.085427135678392,0.17513208410482567
30,4,0.5,7.135678391959799,0.17134473418245488
30,4,0.5,7.185929648241206,0.1636739375211027
30,4,0.5,7.236180904522613,0.15233579715538187
30,4,0.5,7.28643216080402,0.13772853816773317
30,4,0.5,7.336683417085427,0.12037958098986781
30,4,0.5,7.386934673366834,0.10090722995632334
30,4,0.5,7.437185929648241,0.08002251331668793
30,4,0.5,7.4874371859296485,0.05865059997078281
30,4,0.5,7.5376884422110555,0.03888797338959339
30,4,0.5,7.5879396984924625,0.03606831402606006
30,4,0.5,7.63819095477387,0.049998927907748576
30,4,0.5,7.688442211055277,0.0672158463486902
30,4,0.5,7.738693467336684,0.08533392690383601
30,4,0.5,7.788944723618091,0.10308154317492611
30,4,0.5,7.839195979899498,0.11959457260031883
30,4,0.5,7.889447236180905,0.13431728220773556
30,4,0.5,7.939698492462312,0.14696256623883563
30,4,0.5,7.989949748743719,0.15746255742303544
30,4,0.5,8.040201005025127,0.16589200652475858
30,4,0.5,8.090452261306533,0.17234771040181096
30,4,0.5,8.14070351758794,0.17679866899827978
30,4,0.5,8.190954773869347,0.1789813989506351
30,4,0.5,8.241206030150755,0.17843056942874802
30,4,0.5,8.291457286432161,0.17464855179733496
30,4,0.5,8.341708542713569,0.167326431774991
30,4,0.5,8.391959798994975,0.15655665804801783
30,4,0.5,8.442211055276383,0.14310045049472944
30,4,0.5,8.492462311557789,0.12890089287373058
30,4,0.5,8.542713567839197,0.11731364586463879
30,4,0.5,8.592964824120603,0.11004137901099911
30,4,0.5,8.643216080402011,0.10510831335880455
30,4,0.5,8.693467336683417,0.10045173790088505
30,4,0.5,8.743718592964825,0.0951241581938947
30,4,0.5,8.793969849246231,0.08895384531886438
30,4,0.5,8.84422110552764,0.08756120452744574
30,4,0.5,8.894472361809045,0.0981532444560324
30,4,0.5,8.944723618090453,0.11098158894442281
30,4,0.5,8.99497487437186,0.12137629722786822
30,4,0.5,9.045226130653267,0.12957548775828334
30,4,0.5,9.095477386934673,0.13618533312291392
30,4,0.5,9.145728643216081,0.14188813224298363
30,4,0.5,9.195979899497488,0.1471961222950415
30,4,0.5,9.246231155778895,0.1523092725979302
30,4,0.5,9.296482412060302,0.1571355576974204
30,4,0.5,9.34673366834171,0.1614164820326806
30,4,0.5,9.396984924623116,0.16484298970452874
30,4,0.5,9.447236180904524,0.16710272161471834
30,4,0.5,9.49748743718593,0.16788431426662082
30,4,0.5,9.547738693467338,0.1668995399265397
30,4,0.5,9.597989949748744,0.16395292275019582
30,4,0.5,9.648241206030152,0.15903062579165345
30,4,0.5,9.698492462311558,0.15235508514969232
30,4,0.5,9.748743718592966,0.1443713685024977
30,4,0.5,9.798994974874372,0.13566540286576145
30,4,0.5,9.84924623115578,0.12684297864173594
30,4,0.5,9.899497487437186,0.1184222958389903
30,4,0.5,9.949748743718594,0.1108622631104675
30,4,0.5,10.0,0.11378646159679792
30,4,0.7,0.0,2.910350078155313e-16
30,4,0.7,0.05025125628140704,0.03641667838370946
30,4,0.7,0.10050251256281408,0.07133978574932792
30,4,0.7,0.15075376884422112,0.10401858025264879
30,4,0.7,0.20100502512562815,0.13379887269994445
30,4,0.7,0.2512562814070352,0.16014388929942394
30,4,0.7,0.30150753768844224,0.1826658921648418
30,4,0.7,0.35175879396984927,0.20116586029030156
30,4,0.7,0.4020100502512563,0.21567400153314875
30,4,0.7,0.45226130653266333,0.22647551086536039
30,4,0.7,0.5025125628140704,0.2340875579480303
30,4,0.7,0.5527638190954774,0.239127496862754
30,4,0.7,0.6030150753768845,0.24203029713302382
30,4,0.7,0.6532663316582915,0.24273095759561364
30,4,0.7,0.7035175879396985,0.24061028742880466
30,4,0.7,0.7537688442211056,0.2348259139879125
30,4,0.7,0.8040201005025126,0.22477443557741433
30,4,0.7,0.8542713567839196,0.21043384087543454
30,4,0.7,0.9045226130653267,0.19258246453911448
30,4,0.7,0.9547738693467337,0.1729661212339537
30,4,0.7,1.0050251256281408,0.15420043904431208
30,4,0.7,1.0552763819095479,0.13860115305083615
30,4,0.7,1.105527638190955,0.12638441310630766
30,4,0.7,1.155778894472362,0.11641553248474501
30,4,0.7,1.206030150753769,0.11742291833132201
30,4,0.7,1.256281407035176,0.12373468787930325
30,4,0.7,1.306532663316583,0.1368290652404867
30,4,0.7,1.35678391959799,0.15643051339660963
30,4,0.7,1.407035175879397,0.17348670521478052
30,4,0.7,1.4572864321608041,0.18755487583424585
30,4,0.7,1.5075376884422111,0.19906746577343443
30,4,0.7,1.5577889447236182,0.2088112586261658
30,4,0.7,1.6080402010050252,0.21749292669661535
30,4,0.7,1.6582914572864322,0.22542413109598042
30,4,0.7,1.7085427135678393,0.23247322722702346
30,4,0.7,1.7587939698492463,0.23825441965419158
30,4,0.7,1.8090452261306533,0.2423639075806085
30,4,0.7,1.8592964824120604,0.2445132375000133
30,4,0.7,1.9095477386934674,0.24453159790172507
30,4,0.7,1.9597989949748744,0.24229027586417312
30,4,0.7,2.0100502512562817,0.2376412968494664
30,4,0.7,2.0603015075376887,0.23044977231200237
30,4,0.7,2.1105527638190957,0.22071980718432316
30,4,0.7,2.1608040201005028,0.20873106261345353
30,4,0.7,2.21105527638191,0.19509731578025868
30,4,0.7,2.261306532663317,0.18071338067156384
30,4,0.7,2.311557788944724,0.1666199635329768
30,4,0.7,2.361809045226131,0.15391133311264515
30,4,0.7,2.412060301507538,0.15736587929458323
30,4,0.7,2.462311557788945,0.1637924428251984
30,4,0.7,2.512562814070352,0.16890486830981932
30,4,0.7,2.562814070351759,0.17179666690964973
30,4,0.7,2.613065326633166,0.17361450465467843
30,4,0.7,2.663316582914573,0.17589867770549472
30,4,0.7,2.71356783919598,0.1735894601675585
30,4,0.7,2.763819095477387,0.16742894057571997
30,4,0.7,2.814070351758794,0.15860775951301792
30,4,0.7,2.864321608040201,0.14841405317514395
30,4,0.7,2.9145728643216082,0.13804359082387532
30,4,0.7,2.9648241206030153,0.12944321195790945
30,4,0.7,3.0150753768844223,0.12934618789640487
30,4,0.7,3.0653266331658293,0.1459940922968226
30,4,0.7,3.1155778894472363,0.17086479220426795
30,4,0.7,3.1658291457286434,0.19585776111980346
30,4,0.7,3.2160804020100504,0.21753261566589494
30,4,0.7,3.2663316582914574,0.23413443361003694
30,4,0.7,3.3165829145728645,0.24478856215975178
30,4,0.7,3.3668341708542715,0.24933592012926117
30,4,0.7,3.4170854271356785,0.2483283297979941
30,4,0.7,3.4673366834170856,0.24305211857126074
30,4,0.7,3.5175879396984926,0.23543385929376315
30,4,0.7,3.5678391959798996,0.22753531820904166
30,4,0.7,3.6180904522613067,0.220534328351704
30,4,0.7,3.6683417085427137,0.21407639136350098
30,4,0.7,3.7185929648241207,0.20689609210994395
30,4,0.7,3.7688442211055277,0.1978989285288552
30,4,0.7,3.819095477386935,0.18675691828311403
30,4,0.7,3.869346733668342,0.174122926368801
30,4,0.7,3.919597989949749,0.16176056374727313
30,4,0.7,3.969849246231156,0.15239102958246487
30,4,0.7,4.020100502512563,0.1484700558807482
30,4,0.7,4.07035175879397,0.1505783919249619
30,4,0.7,4.120603015075377,0.15787120143590305
30,4,0.7,4.170854271356784,0.16915957605369192
30,4,0.7,4.2211055276381915,0.18293447307176192
30,4,0.7,4.2713567839195985,0.19733199230077114
30,4,0.7,4.3216080402010055,0.21045446123117773
30,4,0.7,4.371859296482413,0.22072006002180267
30,4,0.7,4.42211055276382,0.2270515798392301
30,4,0.7,4.472361809045227,0.2289339362446386
30,4,0.7,4.522613065326634,0.22639196668435918
30,4,0.7,4.572864321608041,0.21988469263590227
30,4,0.7,4.623115577889448,0.21010789784888637
30,4,0.7,4.673366834170855,0.19780752568525012
30,4,0.7,4.723618090452262,0.18377661368586118
30,4,0.7,4.773869346733669,0.16901237779583647
30,4,0.7,4.824120603015076,0.15480457008674858
30,4,0.7,4.874371859296483,0.1425908193181652
30,4,0.7,4.92462311557789,0.13355989452742154
30,4,0.7,4.974874371859297,0.13092928844593696
30,4,0.7,5.025125628140704,0.1405908814652823
30,4,0.7,5.075376884422111,0.14855374730718984
30,4,0.7,5.125628140703518,0.15334265595512908
30,4,0.7,5.175879396984925,0.15405170985437433
30,4,0.7,5.226130653266332,0.15268743765313395
30,4,0.7,5.276381909547739,0.15686385762614447
30,4,0.7,5.326633165829146,0.15864418962260174
30,4,0.7,5.376884422110553,0.15974276739673313
30,4,0.7,5.42713567839196,0.16236554863998223
30,4,0.7,5.477386934673367,0.1684231822906554
30,4,0.7,5.527638190954774,0.1785794698938452
30,4,0.7,5.577889447236181,0.19209496760505979
30,4,0.7,5.628140703517588,0.20753757392029576
30,4,0.7,5.678391959798995,0.2234643701898127
30,4,0.7,5.728643216080402,0.2432375419022549
30,4,0.7,5.778894472361809,0.2580615911698242
30,4,0.7,5.8291457286432165,0.2661062789118799
30,4,0.7,5.8793969849246235,0.2679593385704988
30,4,0.7,5.9296482412060305,0.2695461891841787
30,4,0.7,5.9798994974874375,0.2664143752410571
30,4,0.7,6.030150753768845,0.2587228267049707
30,4,0.7,6.080402010050252,0.24698206771043285
30,4,0.7,6.130653266331659,0.23205523519740018
30,4,0.7,6.180904522613066,0.21516076217557673
30,4,0.7,6.231155778894473,0.197859357415846
30,4,0.7,6.28140703517588,0.1819639328914822
30,4,0.7,6.331658291457287,0.16923830319655336
30,4,0.7,6.381909547738694,0.1608101670700125
30,4,0.7,6.432160804020101,0.15668394316434006
30,4,0.7,6.482412060301508,0.15598728812887636
30,4,0.7,6.532663316582915,0.1576938857223459
30,4,0.7,6.582914572864322,0.161084443882847
30,4,0.7,6.633165829145729,0.16591059996700802
30,4,0.7,6.683417085427136,0.17241949101196313
30,4,0.7,6.733668341708543,0.18112007124208368
30,4,0.7,6.78391959798995,0.1922342486253984
30,4,0.7,6.834170854271357,0.205181144475386
30,4,0.7,6.884422110552764,0.21858323885792702
30,4,0.7,6.934673366834171,0.23071937451219227
30,4,0.7,6.984924623115578,0.23997378310295148
30,4,0.7,7.035175879396985,0.24507669482965722
30,4,0.7,7.085427135678392,0.24518491774675594
30,4,0.7,7.135678391959799,0.23988262785543674
30,4,0.7,7.185929648241206,0.22914351252954382
30,4,0.7,7.236180904522613,0.21327011601753454
30,4,0.7,7.28643216080402,0.19281995343482633
30,4,0.7,7.336683417085427,0.16853141338581504
30,4,0.7,7.386934673366834,0.14127012193885272
30,4,0.7,7.437185929648241,0.11203151864336308
30,4,0.7,7.4874371859296485,0.0821108399590959
30,4,0.7,7.5376884422110555,0.054443162745430734
30,4,0.7,7.5879396984924625,0.05049563963648407
30,4,0.7,7.63819095477387,0.06999849907084797
30,4,0.7,7.688442211055277,0.0941021848881663
30,4,0.7,7.738693467336684,0.11946749766537046
30,4,0.7,7.788944723618091,0.14431416044489653
30,4,0.7,7.839195979899498,0.16743240164044626
30,4,0.7,7.889447236180905,0.1880441950908299
30,4,0.7,7.939698492462312,0.20574759273436982
30,4,0.7,7.989949748743719,0.2204475803922496
30,4,0.7,8.040201005025127,0.23224880913466203
30,4,0.7,8.090452261306533,0.24128679456253538
30,4,0.7,8.14070351758794,0.24751813659759178
30,4,0.7,8.190954773869347,0.2505739585308892
30,4,0.7,8.241206030150755,0.2498027972002472
30,4,0.7,8.291457286432161,0.24450797251626885
30,4,0.7,8.341708542713569,0.23425700448498726
30,4,0.7,8.391959798994975,0.21917932126722484
30,4,0.7,8.442211055276383,0.20034063069262117
30,4,0.7,8.492462311557789,0.18046125002322289
30,4,0.7,8.542713567839197,0.16423910421049426
30,4,0.7,8.592964824120603,0.1540579306153987
30,4,0.7,8.643216080402011,0.1471516387023264
30,4,0.7,8.693467336683417,0.14063243306123904
30,4,0.7,8.743718592964825,0.1331738214714525
30,4,0.7,8.793969849246231,0.12453538344641014
30,4,0.7,8.84422110552764,0.12258568633842404
30,4,0.7,8.894472361809045,0.13741454223844535
30,4,0.7,8.944723618090453,0.15537422452219193
30,4,0.7,8.99497487437186,0.16992681611901544
30,4,0.7,9.045226130653267,0.1814056828615965
30,4,0.7,9.095477386934673,0.1906594663720794
30,4,0.7,9.145728643216081,0.1986433851401772
30,4,0.7,9.195979899497488,0.20607457121305817
30,4,0.7,9.246231155778895,0.21323298163710216
30,4,0.7,9.296482412060302,0.21998978077638853
30,4,0.7,9.34673366834171,0.2259830748457529
30,4,0.7,9.396984924623116,0.23078018558634023
30,4,0.7,9.447236180904524,0.23394381026060562
30,4,0.7,9.49748743718593,0.23503803997326905
30,4,0.7,9.547738693467338,0.23365935589715559
30,4,0.7,9.597989949748744,0.2295340918502742
30,4,0.7,9.648241206030152,0.2226428761083147
30,4,0.7,9.698492462311558,0.21329711920956929
30,4,0.7,9.748743718592966,0.20211991590349684
30,4,0.7,9.798994974874372,0.18993156401206607
30,4,0.7,9.84924623115578,0.1775801700984303
30,4,0.7,9.899497487437186,0.16579121417458653
30,4,0.7,9.949748743718594,0.1552071683546544
30,4,0.7,10.0,0.159301046235517
30,4,0.85,0.0,3.337360888260289e-16
30,4,0.85,0.05025125628140704,0.04422025232307579
30,4,0.85,0.10050251256281408,0.08662688269561247
30,4,0.85,0.15075376884422112,0.12630827602107358
30,4,0.85,0.20100502512562815,0.1624700597070753
30,4,0.85,0.2512562814070352,0.19446043700644333
30,4,0.85,0.30150753768844224,0.22180858334302225
30,4,0.85,0.35175879396984927,0.24427283035250896
30,4,0.85,0.4020100502512563,0.2618898590045377
30,4,0.85,0.45226130653266333,0.2750059774793661
30,4,0.85,0.5025125628140704,0.28424917750832246
30,4,0.85,0.5527638190954774,0.2903691033333442
30,4,0.85,0.6030150753768845,0.29389393223295746
30,4,0.85,0.6532663316582915,0.2947447342232453
30,4,0.85,0.7035175879396985,0.29216963473497726
30,4,0.85,0.7537688442211056,0.2851457526996081
30,4,0.85,0.8040201005025126,0.272940386058289
30,4,0.85,0.8542713567839196,0.2555268067773134
30,4,0.85,0.9045226130653267,0.23385013551178202
30,4,0.85,0.9547738693467337,0.210030290069801
30,4,0.85,1.0050251256281408,0.18724339026809325
30,4,0.85,1.0552763819095479,0.16830140013315828
30,4,0.85,1.105527638190955,0.1534667873433736
30,4,0.85,1.155778894472362,0.14136171801719044
30,4,0.85,1.206030150753769,0.1425849722594625
30,4,0.85,1.256281407035176,0.15024926385343973
30,4,0.85,1.306532663316583,0.16614957922059118
30,4,0.85,1.35678391959799,0.18995133769588327
30,4,0.85,1.407035175879397,0.21066242776080488
30,4,0.85,1.4572864321608041,0.2277452063701557
30,4,0.85,1.5075376884422111,0.24172477986774205
30,4,0.85,1.5577889447236182,0.2535565283317727
30,4,0.85,1.6080402010050252,0.2640985538458902
30,4,0.85,1.6582914572864322,0.273729302045119
30,4,0.85,1.7085427135678393,0.28228891877567136
30,4,0.85,1.7587939698492463,0.2893089381515183
30,4,0.85,1.8090452261306533,0.29429903063359597
30,4,0.85,1.8592964824120604,0.29690893125001605
30,4,0.85,1.9095477386934674,0.2969312260235233
30,4,0.85,1.9597989949748744,0.29420962069221024
30,4,0.85,2.0100502512562817,0.28856443188863773
30,4,0.85,2.0603015075376887,0.27983186637886
30,4,0.85,2.1105527638190957,0.268016908723821
30,4,0.85,2.1608040201005028,0.2534591474591935
30,4,0.85,2.21105527638191,0.23690388344745697
30,4,0.85,2.261306532663317,0.2194376765297562
30,4,0.85,2.311557788944724,0.20232424143290048
30,4,0.85,2.361809045226131,0.18689233306535485
30,4,0.85,2.412060301507538,0.19108713914342249
30,4,0.85,2.462311557788945,0.1988908234305981
30,4,0.85,2.512562814070352,0.20509876866192345
30,4,0.85,2.562814070351759,0.20861023839028897
30,4,0.85,2.613065326633166,0.21081761279496664
30,4,0.85,2.663316582914573,0.2135912514995293
30,4,0.85,2.71356783919598,0.21078720163203535
30,4,0.85,2.763819095477387,0.20330657069908872
30,4,0.85,2.814070351758794,0.19259513655152183
30,4,0.85,2.864321608040201,0.18021706456981765
30,4,0.85,2.9145728643216082,0.16762436028613442
30,4,0.85,2.9648241206030153,0.15718104309174727
30,4,0.85,3.0150753768844223,0.15706322815992024
30,4,0.85,3.0653266331658293,0.17727854064614168
30,4,0.85,3.1155778894472363,0.20747867624803973
30,4,0.85,3.1658291457286434,0.2378272813597613
30,4,0.85,3.2160804020100504,0.2641467475943008
30,4,0.85,3.2663316582914574,0.2843060979550449
30,4,0.85,3.3165829145728645,0.2972432540511271
30,4,0.85,3.3668341708542715,0.30276504587124575
30,4,0.85,3.4170854271356785,0.30154154332613575
30,4,0.85,3.4673366834170856,0.2951347154079595
30,4,0.85,3.5175879396984926,0.2858839719995697
30,4,0.85,3.5678391959798996,0.2762928863966935
30,4,0.85,3.6180904522613067,0.26779168442706897
30,4,0.85,3.6683417085427137,0.2599499037985369
30,4,0.85,3.7185929648241207,0.2512309689906462
30,4,0.85,3.7688442211055277,0.24030584178503833
30,4,0.85,3.819095477386935,0.2267762579152099
30,4,0.85,3.869346733668342,0.21143498201925864
30,4,0.85,3.919597989949749,0.1964235416931174
30,4,0.85,3.969849246231156,0.18504625020727877
30,4,0.85,4.020100502512563,0.18028506785519433
30,4,0.85,4.07035175879397,0.18284519019459675
30,4,0.85,4.120603015075377,0.19170074460073946
30,4,0.85,4.170854271356784,0.20540805663662587
30,4,0.85,4.2211055276381915,0.22213471730142526
30,4,0.85,4.2713567839195985,0.239617419222365
30,4,0.85,4.3216080402010055,0.2555518457807159
30,4,0.85,4.371859296482413,0.26801721574076043
30,4,0.85,4.42211055276382,0.2757054898047794
30,4,0.85,4.472361809045227,0.2779912082970612
30,4,0.85,4.522613065326634,0.2749045309738648
30,4,0.85,4.572864321608041,0.2670028410578813
30,4,0.85,4.623115577889448,0.2551310188165049
30,4,0.85,4.673366834170855,0.24019485261780377
30,4,0.85,4.723618090452262,0.22315731661854565
30,4,0.85,4.773869346733669,0.20522931589494448
30,4,0.85,4.824120603015076,0.18797697796248047
30,4,0.85,4.874371859296483,0.17314599488634344
30,4,0.85,4.92462311557789,0.16217987192615468
30,4,0.85,4.974874371859297,0.1589855645414948
30,4,0.85,5.025125628140704,0.1707174989221285
30,4,0.85,5.075376884422111,0.18038669315873057
30,4,0.85,5.125628140703518,0.18620179651694246
30,4,0.85,5.175879396984925,0.1870627905374546
30,4,0.85,5.226130653266332,0.1854061742930912
30,4,0.85,5.276381909547739,0.19047754140317552
30,4,0.85,5.326633165829146,0.19263937311315926
30,4,0.85,5.376884422110553,0.19397336041031873
30,4,0.85,5.42713567839196,0.19715816620569276
30,4,0.85,5.477386934673367,0.20451386421008153
30,4,0.85,5.527638190954774,0.21684649915681203
30,4,0.85,5.577889447236181,0.23325817494900114
30,4,0.85,5.628140703517588,0.25200991118893057
30,4,0.85,5.678391959798995,0.2713495923733439
30,4,0.85,5.728643216080402,0.29535987230988114
30,4,0.85,5.778894472361809,0.3133605035633579
30,4,0.85,5.8291457286432165,0.3231290529644257
30,4,0.85,5.8793969849246235,0.3253791968356057
30,4,0.85,5.9296482412060305,0.32730608686650287
30,4,0.85,5.9798994974874375,0.3235031699355695
30,4,0.85,6.030150753768845,0.3141634324274646
30,4,0.85,6.080402010050252,0.2999067965055255
30,4,0.85,6.130653266331659,0.2817813570254143
30,4,0.85,6.180904522613066,0.26126663978462894
30,4,0.85,6.231155778894473,0.24025779114781307
30,4,0.85,6.28140703517588,0.22095620422537127
30,4,0.85,6.331658291457287,0.20550365388152908
30,4,0.85,6.381909547738694,0.19526948858501525
30,4,0.85,6.432160804020101,0.19025907384241297
30,4,0.85,6.482412060301508,0.18941313558506429
30,4,0.85,6.532663316582915,0.19148543266284868
30,4,0.85,6.582914572864322,0.19560253900059996
30,4,0.85,6.633165829145729,0.20146287138850977
30,4,0.85,6.683417085427136,0.209366524800241
30,4,0.85,6.733668341708543,0.21993151507967315
30,4,0.85,6.78391959798995,0.2334273019022695
30,4,0.85,6.834170854271357,0.2491485325772545
30,4,0.85,6.884422110552764,0.265422504327483
30,4,0.85,6.934673366834171,0.28015924047909063
30,4,0.85,6.984924623115578,0.2913967366250126
30,4,0.85,7.035175879396985,0.2975931294360123
30,4,0.85,7.085427135678392,0.2977245429782036
30,4,0.85,7.135678391959799,0.2912860481101733
30,4,0.85,7.185929648241206,0.27824569378587455
30,4,0.85,7.236180904522613,0.2589708551641492
30,4,0.85,7.28643216080402,0.23413851488514634
30,4,0.85,7.336683417085427,0.2046452876827754
30,4,0.85,7.386934673366834,0.17154229092574974
30,4,0.85,7.437185929648241,0.13603827263836948
30,4,0.85,7.4874371859296485,0.09970601995033074
30,4,0.85,7.5376884422110555,0.06610955476230879
30,4,0.85,7.5879396984924625,0.06131613384430212
