seed,trial,Nx,Nv,omega,tau,delta
40,43,16,3,0.1,5,0.4330052965128929
40,44,16,3,0.1,5,0.36970201277065373
40,45,16,3,0.1,5,0.3869854140168224
40,46,16,3,0.1,5,0.3543846933510214
40,47,16,3,0.1,5,0.36412619497234444
40,48,16,3,0.1,5,0.3765716935500593
40,49,16,3,0.1,5,0.2612614706662481
40,50,16,3,0.1,5,0.526265677699642
40,51,16,3,0.1,5,0.32571400557041347
40,52,16,3,0.1,5,0.4372064087018557
40,53,16,3,0.1,5,0.3570987474770231
40,54,16,3,0.1,5,0.30705480385199035
40,55,16,3,0.1,5,0.4557525214266371
40,56,16,3,0.1,5,0.3208527785171147
40,57,16,3,0.1,5,0.33818866787849766
40,58,16,3,0.1,5,0.41007446730868097
40,59,16,3,0.1,5,0.3593416656211655
40,60,16,3,0.1,5,0.4090381652617754
40,61,16,3,0.1,5,0.3153542697243163
40,62,16,3,0.1,5,0.39219570962630756
40,63,16,3,0.1,5,0.3735861209722939
40,64,16,3,0.1,5,0.35312374440040273
40,65,16,3,0.1,5,0.2752553056927828
40,66,16,3,0.1,5,0.3688861083419239
40,67,16,3,0.1,5,0.4932100259186952
40,68,16,3,0.1,5,0.27680522406451813
40,69,16,3,0.1,5,0.31669061595387615
40,70,16,3,0.1,5,0.29503162974034314
40,71,16,3,0.1,5,0.46692919661516863
40,72,16,3,0.1,5,0.2987247185132919
40,73,16,3,0.1,5,0.3771536135080568
40,74,16,3,0.1,5,0.3456632954888561
40,75,16,3,0.1,5,0.3598365579024962
40,76,16,3,0.1,5,0.43754308817717147
40,77,16,3,0.1,5,0.48276940989567846
40,78,16,3,0.1,5,0.32897363394141466
40,79,16,3,0.1,5,0.34487025768360846
40,80,16,3,0.1,5,0.5251923509995813
40,81,16,3,0.1,5,0.439552165716828
40,82,16,3,0.1,5,0.3517208723986866
40,83,16,3,0.1,5,0.35368124311291504
40,84,16,3,0.1,5,0.41033387160110824
40,85,16,3,0.1,5,0.3982760507013523
40,86,16,3,0.1,5,0.37030856329539963
40,87,16,3,0.1,5,0.36750990975713715
40,88,16,3,0.1,5,0.4935452626964872
40,89,16,3,0.1,5,0.4746226656645042
40,90,16,3,0.1,5,0.3877311994082604
40,91,16,3,0.1,5,0.37115492956052243
40,92,16,3,0.1,5,0.40079481217299695
40,93,16,3,0.1,5,0.3874742611805181
40,94,16,3,0.1,5,0.4176341560636655
40,95,16,3,0.1,5,0.3811831579778797
40,96,16,3,0.1,5,0.4321237626726211
40,97,16,3,0.1,5,0.2838316296109546
40,98,16,3,0.1,5,0.32908959889734546
40,99,16,3,0.1,5,0.45766318451122756
40,100,16,3,0.1,5,0.3564478284917224
40,101,16,3,0.1,5,0.4049235262724078
40,102,16,3,0.1,5,0.3858966621050781
40,103,16,3,0.1,5,0.4895234988214968
40,104,16,3,0.1,5,0.32413506942250103
40,105,16,3,0.1,5,0.23389445073022208
40,106,16,3,0.1,5,0.4272407641364679
40,107,16,3,0.1,5,0.37314110647386617
40,108,16,3,0.1,5,0.3289341651112436
40,109,16,3,0.1,5,0.374248868066353
40,110,16,3,0.1,5,0.4082495742461554
40,111,16,3,0.1,5,0.32034577671591014
40,112,16,3,0.1,5,0.3074734839206435
40,113,16,3,0.1,5,0.49479583823760415
40,114,16,3,0.1,5,0.43798251786357784
40,115,16,3,0.1,5,0.4405312061256079
40,116,16,3,0.1,5,0.3164178327224669
40,117,16,3,0.1,5,0.25442140563177357
40,118,16,3,0.1,5,0.31474426485717577
40,119,16,3,0.1,5,0.39541569452534814
40,120,16,3,0.1,5,0.3787255443754307
40,121,16,3,0.1,5,0.45224152802306766
40,122,16,3,0.1,5,0.3404744631633584
40,123,16,3,0.1,5,0.3464861475913822
40,124,16,3,0.1,5,0.3390134679713173
40,125,16,3,0.1,5,0.32231996468776747
40,126,16,3,0.1,5,0.32917720803067607
40,127,16,3,0.1,5,0.37453516899270084
40,128,16,3,0.1,5,0.308806733587503
40,129,16,3,0.1,5,0.35666625321254813
40,130,16,3,0.1,5,0.412257808803388
40,131,16,3,0.1,5,0.39204945031820093
40,132,16,3,0.1,5,0.34542668799119647
40,133,16,3,0.1,5,0.48725035483526136
40,134,16,3,0.1,5,0.44640189832499144
40,135,16,3,0.1,5,0.35967179344473366
40,136,16,3,0.1,5,0.4205838347749466
40,137,16,3,0.1,5,0.3629490038307849
40,138,16,3,0.1,5,0.35257579294788743
40,139,16,3,0.1,5,0.3565165059926285
40,140,16,3,0.1,5,0.41279245441915935
40,141,16,3,0.1,5,0.26496264951598786
40,142,16,3,0.1,5,0.5088771194374484
40,143,16,3,0.1,5,0.5069964107409015
40,144,16,3,0.1,5,0.4686105076954581
40,145,16,3,0.1,5,0.3641143390328627
40,146,16,3,0.1,5,0.43754576928994143
40,147,16,3,0.1,5,0.4348999945035958
40,148,16,3,0.1,5,0.5079062851887156
40,149,16,3,0.1,5,0.43982320483358833
40,150,16,3,0.1,5,0.28098277877514427
40,151,16,3,0.1,5,0.47090776436812753
40,152,16,3,0.1,5,0.29698240310030577
40,153,16,3,0.1,5,0.3611019253304908
40,154,16,3,0.1,5,0.38652409339131705
40,155,16,3,0.1,5,0.28612100250509437
40,156,16,3,0.1,5,0.4276606070195182
40,157,16,3,0.1,5,0.41482815110227517
40,158,16,3,0.1,5,0.443186819751053
40,159,16,3,0.1,5,0.43337192643681866
40,160,16,3,0.1,5,0.41427806371989306
40,161,16,3,0.1,5,0.3204335061037996
40,162,16,3,0.1,5,0.2823132629403031
40,163,16,3,0.1,5,0.39697630436638537
40,164,16,3,0.1,5,0.44861197629170624
40,165,16,3,0.1,5,0.4311849180241677
40,166,16,3,0.1,5,0.39268663606690446
40,167,16,3,0.1,5,0.5009503483600661
40,168,16,3,0.1,5,0.4815801694857123
40,169,16,3,0.1,5,0.42749785272984925
40,170,16,3,0.1,5,0.4258463056628375
40,171,16,3,0.1,5,0.36760480882182284
40,172,16,3,0.1,5,0.4475186251459845
40,173,16,3,0.1,5,0.27305615969940034
40,174,16,3,0.1,5,0.3782000605339746
40,175,16,3,0.1,5,0.4865981252610292
40,176,16,3,0.1,5,0.29536878313509085
40,177,16,3,0.1,5,0.3254589074780001
40,178,16,3,0.1,5,0.4575818346826005
40,179,16,3,0.1,5,0.287760203060609
40,180,16,3,0.1,5,0.4337896773996094
40,181,16,3,0.1,5,0.41266995245447124
40,182,16,3,0.1,5,0.3814602090230057
40,183,16,3,0.1,5,0.44691798944883143
40,184,16,3,0.1,5,0.3394724096699444
40,185,16,3,0.1,5,0.349439850744347
40,186,16,3,0.1,5,0.3033335905074007
40,187,16,3,0.1,5,0.3794564829687826
40,188,16,3,0.1,5,0.3719571082844014
40,189,16,3,0.1,5,0.33030398843412156
40,190,16,3,0.1,5,0.4036448671849505
40,191,16,3,0.1,5,0.3163048296444022
40,192,16,3,0.1,5,0.26296988587037434
40,193,16,3,0.1,5,0.33538696632155507
40,194,16,3,0.1,5,0.4782317275515791
40,195,16,3,0.1,5,0.35971968094084894
40,196,16,3,0.1,5,0.3696156337272795
40,197,16,3,0.1,5,0.35110132315047426
40,198,16,3,0.1,5,0.35396945010526226
40,199,16,3,0.1,5,0.366852806675717
40,0,16,3,0.1,10,0.4064714737535059
40,1,16,3,0.1,10,0.31429093894230115
40,2,16,3,0.1,10,0.40845870594904754
40,3,16,3,0.1,10,0.3155653828196966
40,4,16,3,0.1,10,0.519953165058249
40,5,16,3,0.1,10,0.35126337982372213
40,6,16,3,0.1,10,0.29506138537130894
40,7,16,3,0.1,10,0.36295515143984347
40,8,16,3,0.1,10,0.33146771638171935
40,9,16,3,0.1,10,0.370153635150156
40,10,16,3,0.1,10,0.3215480494224511
40,11,16,3,0.1,10,0.4211989012836296
40,12,16,3,0.1,10,0.3966722592685499
40,13,16,3,0.1,10,0.33624046504661476
40,14,16,3,0.1,10,0.3238292094074293
40,15,16,3,0.1,10,0.3761581872732869
40,16,16,3,0.1,10,0.3044426490524945
40,17,16,3,0.1,10,0.38635836775984456
40,18,16,3,0.1,10,0.3153801291538876
40,19,16,3,0.1,10,0.2921710444716586
40,20,16,3,0.1,10,0.2786114374356682
40,21,16,3,0.1,10,0.31117371353373324
40,22,16,3,0.1,10,0.30578860765103133
40,23,16,3,0.1,10,0.31540122288215877
40,24,16,3,0.1,10,0.2581079161493266
40,25,16,3,0.1,10,0.35136499109724034
40,26,16,3,0.1,10,0.2493728883867924
40,27,16,3,0.1,10,0.3249437972302053
40,28,16,3,0.1,10,0.27358039739592915
40,29,16,3,0.1,10,0.4344912579797656
40,30,16,3,0.1,10,0.38260732314852636
40,31,16,3,0.1,10,0.5183661130854554
40,32,16,3,0.1,10,0.37324243329971707
40,33,16,3,0.1,10,0.2795068335848573
40,34,16,3,0.1,10,0.36697062824481363
40,35,16,3,0.1,10,0.3723902900136175
40,36,16,3,0.1,10,0.41987578881872045
40,37,16,3,0.1,10,0.3460667904156506
40,38,16,3,0.1,10,0.43884986674557847
40,39,16,3,0.1,10,0.39498780045520643
40,40,16,3,0.1,10,0.38267824218388735
40,41,16,3,0.1,10,0.30642967400386034
40,42,16,3,0.1,10,0.3433084572005114
40,43,16,3,0.1,10,0.22792429057600516
40,44,16,3,0.1,10,0.2426178548036108
40,45,16,3,0.1,10,0.4425013020952825
40,46,16,3,0.1,10,0.3432875210834587
40,47,16,3,0.1,10,0.2832356313218803
40,48,16,3,0.1,10,0.3417598739029468
40,49,16,3,0.1,10,0.3865544172409877
40,50,16,3,0.1,10,0.2861832018549185
40,51,16,3,0.1,10,0.4599414444564484
40,52,16,3,0.1,10,0.3105333461365586
40,53,16,3,0.1,10,0.31999478855397756
40,54,16,3,0.1,10,0.287268716280423
40,55,16,3,0.1,10,0.3244578770093002
40,56,16,3,0.1,10,0.33956149700700183
40,57,16,3,0.1,10,0.34851211424901923
40,58,16,3,0.1,10,0.30784080423005633
40,59,16,3,0.1,10,0.2918618685376583
40,60,16,3,0.1,10,0.3160216500475699
40,61,16,3,0.1,10,0.27866970728725565
40,62,16,3,0.1,10,0.26973966302684704
40,63,16,3,0.1,10,0.35539111138421076
40,64,16,3,0.1,10,0.3292199096020971
40,65,16,3,0.1,10,0.3712383034232665
40,66,16,3,0.1,10,0.30455579802299493
40,67,16,3,0.1,10,0.3510465601423365
40,68,16,3,0.1,10,0.3731341098618194
40,69,16,3,0.1,10,0.3528455107391254
40,70,16,3,0.1,10,0.4810264576301824
40,71,16,3,0.1,10,0.2761540147877185
40,72,16,3,0.1,10,0.366399392743598
40,73,16,3,0.1,10,0.2445559447332898
40,74,16,3,0.1,10,0.4143362907573338
40,75,16,3,0.1,10,0.45537480140155695
40,76,16,3,0.1,10,0.30500866224655954
40,77,16,3,0.1,10,0.4122600887190766
40,78,16,3,0.1,10,0.3842755043331839
40,79,16,3,0.1,10,0.21871450795887126
40,80,16,3,0.1,10,0.285736686377924
40,81,16,3,0.1,10,0.3781276426030091
40,82,16,3,0.1,10,0.19174878009883406
40,83,16,3,0.1,10,0.3729375601762007
40,84,16,3,0.1,10,0.3086229004435222
40,85,16,3,0.1,10,0.34442718242672443
40,86,16,3,0.1,10,0.3013235577260138
40,87,16,3,0.1,10,0.31851839421387046
40,88,16,3,0.1,10,0.3568661353325404
40,89,16,3,0.1,10,0.3976993276591624
40,90,16,3,0.1,10,0.400893955816432
40,91,16,3,0.1,10,0.32521625440962587
40,92,16,3,0.1,10,0.3882537755119353
40,93,16,3,0.1,10,0.32947738847012803
40,94,16,3,0.1,10,0.3151212602423882
40,95,16,3,0.1,10,0.28407909788228736
40,96,16,3,0.1,10,0.38738412530620064
40,97,16,3,0.1,10,0.3308502120948702
40,98,16,3,0.1,10,0.43320693695259094
40,99,16,3,0.1,10,0.41067674311281344
40,100,16,3,0.1,10,0.35712141117059093
40,101,16,3,0.1,10,0.2668140436615521
40,102,16,3,0.1,10,0.32111883323070395
40,103,16,3,0.1,10,0.30159534404826105
40,104,16,3,0.1,10,0.36874639320690883
40,105,16,3,0.1,10,0.2114511865248799
40,106,16,3,0.1,10,0.33435409045502396
40,107,16,3,0.1,10,0.3226638677436653
40,108,16,3,0.1,10,0.4023692279951613
40,109,16,3,0.1,10,0.3819716974118722
40,110,16,3,0.1,10,0.2915168429483661
40,111,16,3,0.1,10,0.2556490729776256
40,112,16,3,0.1,10,0.3381166092780806
40,113,16,3,0.1,10,0.30934119168640173
40,114,16,3,0.1,10,0.34749202795854317
40,115,16,3,0.1,10,0.4289893329900749
40,116,16,3,0.1,10,0.35484014685642473
40,117,16,3,0.1,10,0.2951597122270725
40,118,16,3,0.1,10,0.3225698036509813
40,119,16,3,0.1,10,0.2797535627489594
40,120,16,3,0.1,10,0.22151245060350916
40,121,16,3,0.1,10,0.4427924653465785
40,122,16,3,0.1,10,0.3082899925822241
40,123,16,3,0.1,10,0.433821843407696
40,124,16,3,0.1,10,0.3602383193826638
40,125,16,3,0.1,10,0.37641380218828696
40,126,16,3,0.1,10,0.24905002645528246
40,127,16,3,0.1,10,0.4267934441995015
40,128,16,3,0.1,10,0.362785030239137
40,129,16,3,0.1,10,0.2945622589767764
40,130,16,3,0.1,10,0.26057703389312525
40,131,16,3,0.1,10,0.39113825873978314
40,132,16,3,0.1,10,0.34067494362683326
40,133,16,3,0.1,10,0.2902042454997776
40,134,16,3,0.1,10,0.24207961651053542
40,135,16,3,0.1,10,0.24625919166412
40,136,16,3,0.1,10,0.47399812758387116
40,137,16,3,0.1,10,0.31957242978176553
40,138,16,3,0.1,10,0.3129444778956033
40,139,16,3,0.1,10,0.323704368027017
40,140,16,3,0.1,10,0.3227143317564751
40,141,16,3,0.1,10,0.3360742466897519
40,142,16,3,0.1,10,0.3172038299232187
40,143,16,3,0.1,10,0.27211760374629296
40,144,16,3,0.1,10,0.3872430913524052
40,145,16,3,0.1,10,0.4971708566960459
40,146,16,3,0.1,10,0.3360257747539763
40,147,16,3,0.1,10,0.2143591558321125
40,148,16,3,0.1,10,0.39253522052148393
40,149,16,3,0.1,10,0.3276928984918668
40,150,16,3,0.1,10,0.18883326299384753
40,151,16,3,0.1,10,0.45525530128418096
40,152,16,3,0.1,10,0.3590367357366214
40,153,16,3,0.1,10,0.4346756788270838
40,154,16,3,0.1,10,0.34071226099624474
40,155,16,3,0.1,10,0.31424812837993243
40,156,16,3,0.1,10,0.3240898413518587
40,157,16,3,0.1,10,0.3316514665926861
40,158,16,3,0.1,10,0.38650057230585483
40,159,16,3,0.1,10,0.3446834410116344
40,160,16,3,0.1,10,0.39059747456898436
40,161,16,3,0.1,10,0.3822525178423138
40,162,16,3,0.1,10,0.5116696289060556
40,163,16,3,0.1,10,0.36925700115018467
40,164,16,3,0.1,10,0.3801400928682437
40,165,16,3,0.1,10,0.31421100735958896
40,166,16,3,0.1,10,0.25743395604102276
40,167,16,3,0.1,10,0.5013901050947427
40,168,16,3,0.1,10,0.30913845383988203
40,169,16,3,0.1,10,0.35714560363550385
40,170,16,3,0.1,10,0.38774798841312474
40,171,16,3,0.1,10,0.4058781299035825
40,172,16,3,0.1,10,0.29441204027219214
40,173,16,3,0.1,10,0.3244386079626377
40,174,16,3,0.1,10,0.3785421092734114
40,175,16,3,0.1,10,0.22542443887687796
40,176,16,3,0.1,10,0.34116510158237545
40,177,16,3,0.1,10,0.536152604815689
40,178,16,3,0.1,10,0.3678772114125247
40,179,16,3,0.1,10,0.5780586142464036
40,180,16,3,0.1,10,0.35957626779542995
40,181,16,3,0.1,10,0.47815620994362074
40,182,16,3,0.1,10,0.2764091745518563
40,183,16,3,0.1,10,0.29846571091907104
40,184,16,3,0.1,10,0.2981333728725586
40,185,16,3,0.1,10,0.3161438409528602
40,186,16,3,0.1,10,0.5918497442264237
40,187,16,3,0.1,10,0.3514060128853821
40,188,16,3,0.1,10,0.2652228410923097
40,189,16,3,0.1,10,0.34851678539200415
40,190,16,3,0.1,10,0.2940268659233166
40,191,16,3,0.1,10,0.2968021651301033
40,192,16,3,0.1,10,0.4294034964463764
40,193,16,3,0.1,10,0.33693920715784925
40,194,16,3,0.1,10,0.32537430283147983
40,195,16,3,0.1,10,0.3403048066127069
40,196,16,3,0.1,10,0.29855339096457856
40,197,16,3,0.1,10,0.37053284105706885
40,198,16,3,0.1,10,0.37989934324475777
40,199,16,3,0.1,10,0.2642368970924069
40,0,16,3,0.2,1,0.33039530095727465
40,1,16,3,0.2,1,0.44545299533182936
40,2,16,3,0.2,1,0.3502823286177848
40,3,16,3,0.2,1,0.37576987954109287
40,4,16,3,0.2,1,0.4348017365933121
40,5,16,3,0.2,1,0.39302041383834296
40,6,16,3,0.2,1,0.39542613480702005
40,7,16,3,0.2,1,0.38528485385329786
40,8,16,3,0.2,1,0.5069123301864116
40,9,16,3,0.2,1,0.3224044517218271
40,10,16,3,0.2,1,0.33476227707508677
40,11,16,3,0.2,1,0.5568679427360825
40,12,16,3,0.2,1,0.33353113674599666
40,13,16,3,0.2,1,0.43514397844022995
40,14,16,3,0.2,1,0.35352961583657455
40,15,16,3,0.2,1,0.34746562456296665
40,16,16,3,0.2,1,0.4833108490254717
40,17,16,3,0.2,1,0.46697924292849086
40,18,16,3,0.2,1,0.38267779203567653
40,19,16,3,0.2,1,0.3431611286395695
40,20,16,3,0.2,1,0.3547701046043062
40,21,16,3,0.2,1,0.2755261683537819
40,22,16,3,0.2,1,0.4537772843597688
40,23,16,3,0.2,1,0.4646046682318786
40,24,16,3,0.2,1,0.45174188664312465
40,25,16,3,0.2,1,0.5113494717495599
40,26,16,3,0.2,1,0.4104869236362252
40,27,16,3,0.2,1,0.3984943331322769
40,28,16,3,0.2,1,0.5121764119526065
40,29,16,3,0.2,1,0.4438432923822202
40,30,16,3,0.2,1,0.47360682609410515
40,31,16,3,0.2,1,0.39799147142115604
40,32,16,3,0.2,1,0.4203137903929177
40,33,16,3,0.2,1,0.3658285993839254
40,34,16,3,0.2,1,0.32241204332560336
40,35,16,3,0.2,1,0.448924944185028
40,36,16,3,0.2,1,0.4582017250857314
40,37,16,3,0.2,1,0.4998176163363238
40,38,16,3,0.2,1,0.5059973983847448
40,39,16,3,0.2,1,0.35521932339933704
40,40,16,3,0.2,1,0.280227767040781
40,41,16,3,0.2,1,0.5571254098132989
40,42,16,3,0.2,1,0.36898642116666014
40,43,16,3,0.2,1,0.5075974007929516
40,44,16,3,0.2,1,0.3303450089387149
40,45,16,3,0.2,1,0.3924469755267159
40,46,16,3,0.2,1,0.33231467844167806
40,47,16,3,0.2,1,0.46396700286768405
40,48,16,3,0.2,1,0.39585981381675894
40,49,16,3,0.2,1,0.28521609186976116
40,50,16,3,0.2,1,0.44225341733265644
40,51,16,3,0.2,1,0.4394602624590259
40,52,16,3,0.2,1,0.4599239834225272
40,53,16,3,0.2,1,0.4757939403982096
40,54,16,3,0.2,1,0.4373080615315518
40,55,16,3,0.2,1,0.4588215138631577
40,56,16,3,0.2,1,0.414665895961684
40,57,16,3,0.2,1,0.45945308999451584
40,58,16,3,0.2,1,0.32380449252902843
40,59,16,3,0.2,1,0.34264355844211397
40,60,16,3,0.2,1,0.3276995825351597
40,61,16,3,0.2,1,0.4932713089701426
40,62,16,3,0.2,1,0.46784942331462714
40,63,16,3,0.2,1,0.4675411203520675
40,64,16,3,0.2,1,0.3531576218218057
40,65,16,3,0.2,1,0.32756856842749954
40,66,16,3,0.2,1,0.41845360635488205
40,67,16,3,0.2,1,0.3571048291446847
40,68,16,3,0.2,1,0.4113961417425833
40,69,16,3,0.2,1,0.46155844606913654
40,70,16,3,0.2,1,0.3200884781434594
40,71,16,3,0.2,1,0.2663917325504517
40,72,16,3,0.2,1,0.30279262305761356
40,73,16,3,0.2,1,0.3723305535150149
40,74,16,3,0.2,1,0.3781549192260868
40,75,16,3,0.2,1,0.35873981746400213
40,76,16,3,0.2,1,0.41489253789882297
40,77,16,3,0.2,1,0.4973763029450681
40,78,16,3,0.2,1,0.555105018294
40,79,16,3,0.2,1,0.4661306316853912
40,80,16,3,0.2,1,0.6201073923944582
40,81,16,3,0.2,1,0.32833629531426844
40,82,16,3,0.2,1,0.38141590364222255
40,83,16,3,0.2,1,0.4662689601999974
40,84,16,3,0.2,1,0.3104237800128674
40,85,16,3,0.2,1,0.5064191918297929
40,86,16,3,0.2,1,0.4029716319698383
40,87,16,3,0.2,1,0.3144414231335084
40,88,16,3,0.2,1,0.39426419130637347
40,89,16,3,0.2,1,0.29454242712752077
40,90,16,3,0.2,1,0.6165148020442335
40,91,16,3,0.2,1,0.35971084607631476
40,92,16,3,0.2,1,0.46118603958117527
40,93,16,3,0.2,1,0.4187187484238179
40,94,16,3,0.2,1,0.36736755686273825
40,95,16,3,0.2,1,0.34687711794938914
40,96,16,3,0.2,1,0.3706944424188412
40,97,16,3,0.2,1,0.538821437987284
40,98,16,3,0.2,1,0.2625908638909117
40,99,16,3,0.2,1,0.40821441602877023
40,100,16,3,0.2,1,0.4176494490538992
40,101,16,3,0.2,1,0.29064762261186183
40,102,16,3,0.2,1,0.4683026014263494
40,103,16,3,0.2,1,0.38578009664821133
40,104,16,3,0.2,1,0.36939279211276554
40,105,16,3,0.2,1,0.3802599638399696
40,106,16,3,0.2,1,0.5318829935244339
40,107,16,3,0.2,1,0.47410287076672997
40,108,16,3,0.2,1,0.39371526102092225
40,109,16,3,0.2,1,0.4212102455420704
40,110,16,3,0.2,1,0.5134002219456
40,111,16,3,0.2,1,0.40113171571275785
40,112,16,3,0.2,1,0.3584571132445693
40,113,16,3,0.2,1,0.41746853495128
40,114,16,3,0.2,1,0.44923557582819007
40,115,16,3,0.2,1,0.5415189097094417
40,116,16,3,0.2,1,0.46706621154884176
40,117,16,3,0.2,1,0.4072505756223202
40,118,16,3,0.2,1,0.33661001493732834
40,119,16,3,0.2,1,0.3432995124532445
40,120,16,3,0.2,1,0.4238646789410575
40,121,16,3,0.2,1,0.3823535105958813
40,122,16,3,0.2,1,0.3922214496405028
40,123,16,3,0.2,1,0.45584601985119005
40,124,16,3,0.2,1,0.27658439128993084
40,125,16,3,0.2,1,0.4778741885809904
40,126,16,3,0.2,1,0.5018159930831311
40,127,16,3,0.2,1,0.47248022784278265
40,128,16,3,0.2,1,0.4744668584552223
40,129,16,3,0.2,1,0.46672769285531646
40,130,16,3,0.2,1,0.3045395000951968
40,131,16,3,0.2,1,0.38956515950413306
40,132,16,3,0.2,1,0.4349042535476458
40,133,16,3,0.2,1,0.46020236297713235
40,134,16,3,0.2,1,0.3422319369925376
40,135,16,3,0.2,1,0.4485197204482722
40,136,16,3,0.2,1,0.3520554413244806
40,137,16,3,0.2,1,0.3538378596986872
40,138,16,3,0.2,1,0.4197096906023566
40,139,16,3,0.2,1,0.3720000169657225
40,140,16,3,0.2,1,0.30773661581748213
40,141,16,3,0.2,1,0.3996231494471103
40,142,16,3,0.2,1,0.4433873722985078
40,143,16,3,0.2,1,0.34757437830959326
40,144,16,3,0.2,1,0.4009117596732455
40,145,16,3,0.2,1,0.32579493463649856
40,146,16,3,0.2,1,0.47885055777752283
40,147,16,3,0.2,1,0.3927569255284322
40,148,16,3,0.2,1,0.32902530678136493
40,149,16,3,0.2,1,0.5462318777474836
40,150,16,3,0.2,1,0.48586040956190424
40,151,16,3,0.2,1,0.4112414060341917
40,152,16,3,0.2,1,0.4999847083299619
40,153,16,3,0.2,1,0.5616086053041927
40,154,16,3,0.2,1,0.4530989540659528
40,155,16,3,0.2,1,0.29275239208228565
40,156,16,3,0.2,1,0.45146217685710943
40,157,16,3,0.2,1,0.5023611621766064
40,158,16,3,0.2,1,0.4411197315722766
40,159,16,3,0.2,1,0.3176876399002826
40,160,16,3,0.2,1,0.5341696225902371
40,161,16,3,0.2,1,0.405910159109025
40,162,16,3,0.2,1,0.44624249952396383
40,163,16,3,0.2,1,0.4153553106610913
40,164,16,3,0.2,1,0.45562698790475387
40,165,16,3,0.2,1,0.5416351300065756
40,166,16,3,0.2,1,0.4715312781280947
40,167,16,3,0.2,1,0.33610178660702195
40,168,16,3,0.2,1,0.36133613274007226
40,169,16,3,0.2,1,0.4282620841871014
40,170,16,3,0.2,1,0.3061569596779109
40,171,16,3,0.2,1,0.5663264825334454
40,172,16,3,0.2,1,0.5003933245558123
40,173,16,3,0.2,1,0.43442042997593555
40,174,16,3,0.2,1,0.3854409010036379
40,175,16,3,0.2,1,0.34536873385520694
40,176,16,3,0.2,1,0.42185233326077104
40,177,16,3,0.2,1,0.4128350026248242
40,178,16,3,0.2,1,0.3903210715657698
40,179,16,3,0.2,1,0.320954047293071
40,180,16,3,0.2,1,0.4199650492729255
40,181,16,3,0.2,1,0.47852218061854984
40,182,16,3,0.2,1,0.42003445625604297
40,183,16,3,0.2,1,0.27456457137922546
40,184,16,3,0.2,1,0.4144025946640551
40,185,16,3,0.2,1,0.4244412364105727
40,186,16,3,0.2,1,0.34341530994726754
40,187,16,3,0.2,1,0.44794985164803675
40,188,16,3,0.2,1,0.4071116803246636
40,189,16,3,0.2,1,0.30528808044609795
40,190,16,3,0.2,1,0.48934640391726986
40,191,16,3,0.2,1,0.3903214357912723
40,192,16,3,0.2,1,0.548298849595235
40,193,16,3,0.2,1,0.6471373546043264
40,194,16,3,0.2,1,0.38446203342406515
40,195,16,3,0.2,1,0.3624070827194387
40,196,16,3,0.2,1,0.46854380802595097
40,197,16,3,0.2,1,0.38546289007591505
40,198,16,3,0.2,1,0.5768601720315505
40,199,16,3,0.2,1,0.48366524100043684
40,0,16,3,0.2,2,0.3191368074236324
40,1,16,3,0.2,2,0.2807021971766299
40,2,16,3,0.2,2,0.41676169865590573
40,3,16,3,0.2,2,0.288437107543584
40,4,16,3,0.2,2,0.3800747320414138
40,5,16,3,0.2,2,0.5338436945985923
40,6,16,3,0.2,2,0.33441455840704737
40,7,16,3,0.2,2,0.32194423613959317
40,8,16,3,0.2,2,0.2842073231179435
40,9,16,3,0.2,2,0.3159918778472688
40,10,16,3,0.2,2,0.4854395387316395
40,11,16,3,0.2,2,0.5085736907050303
40,12,16,3,0.2,2,0.3574249854164364
40,13,16,3,0.2,2,0.5008976410417574
40,14,16,3,0.2,2,0.31144614581243646
40,15,16,3,0.2,2,0.4721455841385709
40,16,16,3,0.2,2,0.4675509672846229
40,17,16,3,0.2,2,0.491441460409865
40,18,16,3,0.2,2,0.5428926842046875
40,19,16,3,0.2,2,0.54919079372001
40,20,16,3,0.2,2,0.3369986827003006
40,21,16,3,0.2,2,0.431009388915051
40,22,16,3,0.2,2,0.4131452497892011
40,23,16,3,0.2,2,0.4389187778986079
40,24,16,3,0.2,2,0.45758752177671264
40,25,16,3,0.2,2,0.4883165997599358
40,26,16,3,0.2,2,0.2987810206726882
40,27,16,3,0.2,2,0.29397469828237144
40,28,16,3,0.2,2,0.5128671115932275
40,29,16,3,0.2,2,0.3405908073353468
40,30,16,3,0.2,2,0.4316890413220643
40,31,16,3,0.2,2,0.5113924662605537
40,32,16,3,0.2,2,0.2970343244213967
40,33,16,3,0.2,2,0.31768296408591123
40,34,16,3,0.2,2,0.3027743239380073
40,35,16,3,0.2,2,0.26762018468229054
40,36,16,3,0.2,2,0.4247249847152291
40,37,16,3,0.2,2,0.2934224316156864
40,38,16,3,0.2,2,0.42688858833733456
40,39,16,3,0.2,2,0.45757032568794154
40,40,16,3,0.2,2,0.4489752042435271
40,41,16,3,0.2,2,0.29122132223683944
40,42,16,3,0.2,2,0.3231863773401087
40,43,16,3,0.2,2,0.48513134850290807
40,44,16,3,0.2,2,0.40880174830267224
40,45,16,3,0.2,2,0.4682008091883473
40,46,16,3,0.2,2,0.40770833644004995
40,47,16,3,0.2,2,0.3761592482795296
40,48,16,3,0.2,2,0.3068046248955686
40,49,16,3,0.2,2,0.4811679829480908
40,50,16,3,0.2,2,0.34720391114852234
40,51,16,3,0.2,2,0.34226749441974114
